EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,ION_PRESSURE_nPa,DEL_TIME_ms
2014-02-18T18:11:50.726Z,0.769193,16252.001
2014-02-18T18:13:33.867Z,0.835802,14712.449
2014-02-18T18:15:12.359Z,0.990215,14677.500
2014-02-18T18:16:50.875Z,1.17283,14677.350
2014-02-18T18:18:34.015Z,1.23290,6980.4868
2014-02-18T18:20:07.921Z,1.16671,14677.350
2014-02-18T18:21:43.359Z,1.16863,14677.500
2014-02-18T18:23:21.882Z,1.13273,14677.350
2014-02-18T18:25:00.406Z,1.11606,14677.500
2014-02-18T18:26:38.921Z,1.05274,14677.350
2014-02-18T18:28:17.585Z,1.21014,14537.000
2014-02-18T18:29:56.109Z,1.08231,14537.000
2014-02-18T18:31:34.515Z,0.880526,14712.413
2014-02-18T18:33:13.007Z,1.04910,14677.500
2014-02-18T18:34:56.148Z,1.06806,6980.4341
2014-02-18T18:36:33.132Z,0.840880,14677.501
2014-02-18T18:38:08.710Z,0.869579,14536.850
2014-02-18T18:39:47.234Z,1.04655,14536.850
2014-02-18T18:41:25.757Z,1.15799,14537.000
2014-02-18T18:43:04.273Z,1.06747,14536.850
2014-02-18T18:44:42.656Z,1.00710,14677.469
2014-02-18T18:46:21.320Z,1.03435,14536.850
2014-02-18T18:48:01.234Z,0.899920,13138.101
2014-02-18T18:49:38.359Z,0.940177,14536.850
2014-02-18T18:51:21.359Z,0.925766,6980.5005
2014-02-18T18:52:58.367Z,0.495454,13137.050
2014-02-18T18:54:35.492Z,0.457526,13173.066
2014-02-18T18:56:13.124Z,0.568935,13995.099
2014-02-18T18:57:50.960Z,0.669647,14536.813
2014-02-18T18:59:29.484Z,0.865990,14537.000
2014-02-18T19:01:07.867Z,0.866802,14677.500
2014-02-18T19:02:46.531Z,0.705966,14536.850
2014-02-18T19:04:25.046Z,0.650661,14537.000
2014-02-18T19:06:04.968Z,0.631620,13137.967
2014-02-18T19:07:48.109Z,0.790064,8519.9014
2014-02-18T19:09:23.578Z,0.716151,14712.600
2014-02-18T19:10:58.992Z,0.714570,14677.469
2014-02-18T19:12:37.515Z,0.824204,14677.350
2014-02-18T19:14:16.039Z,0.807329,14677.500
2014-02-18T19:22:28.640Z,0.751973,14677.350
2014-02-18T19:24:11.781Z,0.720356,6980.4868
2014-02-18T19:25:48.765Z,0.640229,14677.501
2014-02-18T19:27:21.125Z,0.841391,14677.500
2014-02-18T19:28:59.679Z,0.648477,14712.599
2014-02-18T19:30:38.203Z,0.529301,14712.599
2014-02-18T19:32:16.726Z,0.641052,14712.449
2014-02-18T19:34:01.398Z,0.481057,14712.600
2014-02-18T19:35:28.468Z,0.504711,13714.149
2014-02-18T19:37:16.874Z,0.364610,13138.073
2014-02-18T19:38:52.320Z,0.646356,16216.899
2014-02-18T19:40:33.945Z,0.521512,7015.5996
2014-02-18T19:42:14.007Z,0.556717,14712.600
2014-02-18T19:43:46.374Z,0.517522,14712.599
2014-02-18T19:45:23.359Z,0.478864,16251.999
2014-02-18T19:47:04.921Z,0.650957,13137.967
2014-02-18T19:48:43.476Z,0.571256,16251.999
2014-02-18T19:50:20.460Z,0.598068,14712.724
2014-02-18T19:51:59.124Z,0.648206,14571.949
2014-02-18T19:53:37.499Z,0.692237,14712.599
2014-02-18T19:55:15.992Z,0.619669,14677.500
2014-02-18T19:56:59.132Z,0.582838,6980.5005
2014-02-18T19:58:36.117Z,0.675109,14677.501
2014-02-18T20:00:10.156Z,0.732784,16076.400
2014-02-18T20:01:50.078Z,0.618570,14677.500
2014-02-18T20:03:27.203Z,0.588872,16076.400
2014-02-18T20:05:07.125Z,0.665914,14677.500
2014-02-18T20:06:44.242Z,0.688144,16076.400
2014-02-18T20:08:22.765Z,0.642226,16076.400
2014-02-18T20:10:01.289Z,0.638120,16076.400
2014-02-18T20:11:41.210Z,0.638544,13172.198
2014-02-18T20:13:24.343Z,0.673739,6980.5005
2014-02-18T20:15:01.328Z,0.663410,14677.625
2014-02-18T20:16:36.773Z,0.661953,14677.500
2014-02-18T20:18:16.117Z,0.616952,13995.099
2014-02-18T20:19:54.640Z,0.686329,13995.099
2014-02-18T20:21:32.335Z,0.663250,14677.500
2014-02-18T20:23:10.859Z,0.596051,14677.500
2014-02-18T20:24:46.304Z,0.596759,14677.500
2014-02-18T20:26:24.828Z,0.624733,14677.500
2014-02-18T20:28:03.343Z,0.636590,14677.469
2014-02-18T20:29:46.484Z,0.635670,6980.5005
2014-02-18T20:31:23.468Z,0.672282,14677.501
2014-02-18T20:32:59.054Z,0.568476,14537.000
2014-02-18T20:34:34.351Z,0.625629,14677.651
2014-02-18T20:36:13.015Z,0.675443,14537.000
2014-02-18T20:37:51.398Z,0.678940,14677.500
2014-02-18T20:39:29.921Z,0.638066,14677.500
2014-02-18T20:41:08.437Z,0.610992,14677.469
2014-02-18T20:42:45.562Z,0.613119,16076.400
2014-02-18T20:44:22.406Z,0.517338,13172.200
2014-02-18T20:46:07.226Z,0.512927,8379.4004
2014-02-18T20:47:42.531Z,0.550600,14677.500
2014-02-18T20:49:21.046Z,0.556218,14677.651
2014-02-18T20:50:59.570Z,0.534247,14677.500
2014-02-18T20:52:38.093Z,0.528633,14677.500
2014-02-18T20:54:17.437Z,0.585664,13995.067
2014-02-18T20:55:55.132Z,0.551419,14677.500
2014-02-18T20:57:33.656Z,0.564395,14677.500
2014-02-18T20:59:12.179Z,0.534074,14677.651
2014-02-18T21:00:50.703Z,0.557765,14677.500
2014-02-18T21:02:32.445Z,0.578029,8379.4004
2014-02-18T21:04:09.421Z,0.633455,16076.400
2014-02-18T21:05:44.867Z,0.608202,16076.400
2014-02-18T21:07:20.312Z,0.539631,16076.366
2014-02-18T21:09:01.773Z,0.573408,16217.067
2014-02-18T21:10:40.429Z,0.530171,16076.400
2014-02-18T21:12:15.875Z,0.556896,16076.400
2014-02-18T21:13:57.476Z,0.595541,16076.400
2014-02-18T21:15:35.999Z,0.604641,16076.400
2014-02-18T21:17:14.523Z,0.567493,16076.400
2014-02-18T21:18:57.656Z,0.523281,8379.4824
2014-02-18T21:20:34.640Z,0.611501,16076.366
2014-02-18T21:22:10.085Z,0.612064,16076.400
2014-02-18T21:23:48.609Z,0.620524,16076.400
2014-02-18T21:25:28.531Z,0.558894,13172.198
2014-02-18T21:27:05.648Z,0.566764,16076.568
2014-02-18T21:28:44.171Z,0.608208,16076.400
2014-02-18T21:30:22.695Z,0.622786,16076.400
2014-02-18T21:31:58.140Z,0.557742,16076.400
2014-02-18T21:33:36.515Z,0.603792,14711.564
2014-02-18T21:35:21.335Z,0.650915,6980.5674
2014-02-18T21:36:56.781Z,0.579496,16076.400
2014-02-18T21:38:32.226Z,0.586974,16076.400
2014-02-18T21:40:10.609Z,0.542980,14711.599
2014-02-18T21:41:49.265Z,0.521194,16076.400
2014-02-18T21:43:29.187Z,0.525058,14677.651
2014-02-18T21:45:04.773Z,0.496335,14537.000
2014-02-18T21:46:46.265Z,0.508342,14712.567
2014-02-18T21:48:24.757Z,0.515255,14677.500
2014-02-18T21:50:01.875Z,0.515426,16076.568
2014-02-18T21:51:45.015Z,0.501468,8379.4004
2014-02-18T21:53:21.999Z,0.506013,16076.400
2014-02-18T21:54:55.765Z,0.460816,14677.500
2014-02-18T21:56:37.359Z,0.509842,14677.500
2014-02-18T21:58:14.484Z,0.560189,16076.400
2014-02-18T21:59:53.007Z,0.496047,16076.540
2014-02-18T21:59:53.007Z,0.496047,16076.540
2014-02-18T22:03:10.054Z,0.572821,16076.400
2014-02-18T22:04:48.570Z,0.550352,16076.568
2014-02-18T22:06:27.093Z,0.506202,16076.400
2014-02-18T22:08:10.234Z,0.453200,8379.4004
2014-02-18T22:09:47.218Z,0.526841,16076.400
2014-02-18T22:11:22.664Z,0.486220,16076.400
2014-02-18T22:12:59.640Z,0.445729,14537.126
2014-02-18T22:14:41.101Z,0.417805,14677.500
2014-02-18T22:16:19.625Z,0.479374,14677.500
2014-02-18T22:17:58.148Z,0.496941,14677.500
2014-02-18T22:19:36.671Z,0.491569,14677.651
2014-02-18T22:21:15.187Z,0.500559,14677.500
2014-02-18T22:22:55.390Z,0.471960,16076.400
2014-02-18T22:24:36.851Z,0.481821,6980.5562
2014-02-18T22:26:10.757Z,0.435556,14677.500
2014-02-18T22:27:49.273Z,0.408353,14677.500
2014-02-18T22:29:29.335Z,0.460575,16216.899
2014-02-18T22:31:07.999Z,0.465617,16076.566
2014-02-18T22:32:43.265Z,0.427462,16252.001
2014-02-18T22:34:21.968Z,0.503318,16076.400
2014-02-18T22:36:00.492Z,0.489028,16076.400
2014-02-18T22:37:39.007Z,0.461785,16076.540
2014-02-18T22:39:12.914Z,0.484294,14537.000
2014-02-18T22:40:57.453Z,0.510288,8519.9014
2014-02-18T22:42:32.898Z,0.492019,14677.500
2014-02-18T22:44:11.414Z,0.467611,14677.651
2014-02-18T22:45:49.937Z,0.482052,14677.500
2014-02-18T22:47:27.062Z,0.469109,16076.400
2014-02-18T22:49:10.203Z,0.514768,14537.148
2014-02-18T22:50:45.507Z,0.518868,14677.469
2014-02-18T22:52:24.023Z,0.509130,14677.500
2014-02-18T22:54:01.148Z,0.564254,16076.400
2014-02-18T22:55:41.070Z,0.513421,14677.651
2014-02-18T22:57:22.671Z,0.482656,8519.9014
2014-02-18T22:58:58.117Z,0.520570,14677.500
2014-02-18T23:00:36.632Z,0.510457,14677.500
2014-02-18T23:02:15.156Z,0.543259,14677.651
2014-02-18T23:03:52.281Z,0.499206,16076.366
2014-02-18T23:05:30.804Z,0.504454,16076.400
2014-02-18T23:07:10.726Z,0.524409,14677.500
2014-02-18T23:08:49.242Z,0.489190,14677.651
2014-02-18T23:10:26.367Z,0.472339,16076.400
2014-02-18T23:12:07.968Z,0.502942,16076.400
2014-02-18T23:13:50.968Z,0.471363,8519.9834
2014-02-18T23:15:26.414Z,0.506829,14677.500
2014-02-18T23:17:04.929Z,0.491408,14677.469
2014-02-18T23:18:42.054Z,0.521020,16076.568
2014-02-18T23:20:21.976Z,0.506530,14677.500
2014-02-18T23:21:59.101Z,0.523650,16076.400
2014-02-18T23:23:39.023Z,0.499033,14677.500
2014-02-18T23:25:17.539Z,0.526921,13172.351
2014-02-18T23:26:57.742Z,0.565027,16076.400
2014-02-18T23:28:30.109Z,0.579202,16076.400
2014-02-18T23:30:14.648Z,0.570134,6980.4868
2014-02-18T23:31:51.632Z,0.584230,14677.649
2014-02-18T23:33:27.070Z,0.589568,14677.500
2014-02-18T23:35:05.593Z,0.491012,14677.500
2014-02-18T23:36:44.117Z,0.546002,14677.651
