EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,B__nT_(1min),BX_(GSM)_(@_x-component_)_nT_(1min),BY_(GSM)_(@_y-component_)_nT_(1min),BZ_(GSM)_(@_z-component_)_nT_(1min)
2014-02-14T04:47:30.000Z,5.53167,2.06485,-0.283011,4.19820
2014-02-14T04:48:30.000Z,5.32297,1.26474,2.75310,4.37150
2014-02-14T04:49:30.000Z,5.31477,0.861223,2.93271,4.26636
2014-02-14T04:50:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T04:51:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T04:52:30.000Z,5.51726,0.535027,4.09179,3.66162
2014-02-14T04:53:30.000Z,5.50941,0.493656,3.93390,3.82230
2014-02-14T04:54:30.000Z,5.52070,0.301455,4.05337,3.73326
2014-02-14T04:55:30.000Z,5.51616,0.299992,3.75452,4.02657
2014-02-14T04:56:30.000Z,5.51389,0.107832,3.97984,3.81270
2014-02-14T04:57:30.000Z,5.49620,0.0806580,4.03722,3.72481
2014-02-14T04:58:30.000Z,5.49396,0.232223,3.93756,3.82092
2014-02-14T04:59:30.000Z,5.54056,0.113756,3.97263,3.85900
2014-02-14T05:00:30.000Z,5.53236,-0.0820632,4.07242,3.74207
2014-02-14T05:01:30.000Z,5.50236,-0.107805,4.13679,3.62529
2014-02-14T05:02:30.000Z,5.50411,-0.0206661,4.17451,3.58608
2014-02-14T05:03:30.000Z,5.47910,0.184885,4.01993,3.71790
2014-02-14T05:04:30.000Z,5.53570,0.262535,4.05734,3.75643
2014-02-14T05:05:30.000Z,5.50802,0.308899,3.99145,3.78224
2014-02-14T05:06:30.000Z,5.49349,0.273651,4.01339,3.74023
2014-02-14T05:07:30.000Z,5.54886,0.245609,4.05373,3.77949
2014-02-14T05:08:30.000Z,5.60511,0.531660,3.94148,3.94801
2014-02-14T05:09:30.000Z,5.61234,0.544582,3.99155,3.90643
2014-02-14T05:10:30.000Z,5.67057,0.298638,4.02439,3.98324
2014-02-14T05:11:30.000Z,5.64724,0.363955,4.11738,3.84511
2014-02-14T05:12:30.000Z,5.65407,0.538186,4.17148,3.77828
2014-02-14T05:13:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T05:14:30.000Z,5.65715,0.445500,4.20378,3.75918
2014-02-14T05:15:30.000Z,5.66124,0.517320,4.25130,3.70192
2014-02-14T05:16:30.000Z,5.66747,0.531282,4.25273,3.70825
2014-02-14T05:17:30.000Z,5.68185,0.463298,4.25904,3.73202
2014-02-14T05:18:30.000Z,5.70358,0.455009,4.28100,3.74080
2014-02-14T05:19:30.000Z,5.72539,0.497768,4.28395,3.76508
2014-02-14T05:20:30.000Z,5.73877,0.488189,4.30489,3.76298
2014-02-14T05:21:30.000Z,5.77314,0.540437,4.34974,3.75669
2014-02-14T05:22:30.000Z,5.79617,0.520598,4.38403,3.75531
2014-02-14T05:23:30.000Z,5.78727,0.571789,4.37964,3.73869
2014-02-14T05:24:30.000Z,5.80864,0.484475,4.34493,3.82382
2014-02-14T05:25:30.000Z,5.81826,0.456628,4.32158,3.86859
2014-02-14T05:26:30.000Z,5.81148,0.527718,4.32015,3.85093
2014-02-14T05:27:30.000Z,5.82252,0.527587,4.33245,3.85379
2014-02-14T05:28:30.000Z,5.82628,0.559094,4.32380,3.86455
2014-02-14T05:29:30.000Z,5.80718,0.480972,4.28759,3.88640
2014-02-14T05:30:30.000Z,5.78207,0.417185,4.28663,3.85648
2014-02-14T05:31:30.000Z,5.79723,0.323684,4.34203,3.82629
2014-02-14T05:32:30.000Z,5.78636,0.422767,4.35378,3.78704
2014-02-14T05:33:30.000Z,5.79906,0.209080,4.34481,3.83305
2014-02-14T05:34:30.000Z,5.81551,0.0296794,4.32027,3.89259
2014-02-14T05:35:30.000Z,5.83092,0.0783098,4.26838,3.97099
2014-02-14T05:36:30.000Z,5.84610,0.126639,4.24944,4.01229
2014-02-14T05:37:30.000Z,5.81589,0.156967,4.15019,4.07058
2014-02-14T05:38:30.000Z,5.83471,0.381587,4.22960,4.00032
2014-02-14T05:39:30.000Z,5.84213,0.551764,4.28609,3.93098
2014-02-14T05:40:30.000Z,5.84626,0.615815,4.36810,3.83568
2014-02-14T05:41:30.000Z,5.81519,0.527390,4.26479,3.90182
2014-02-14T05:42:30.000Z,5.75313,0.170333,4.10584,4.02221
2014-02-14T05:43:30.000Z,5.73531,0.419578,4.22301,3.85700
2014-02-14T05:44:30.000Z,5.68550,0.392865,4.13212,3.88391
2014-02-14T05:45:30.000Z,5.68079,0.467346,4.06616,3.93245
2014-02-14T05:46:30.000Z,5.62859,0.949035,3.92684,3.91428
2014-02-14T05:47:30.000Z,5.64973,0.275934,3.93705,4.02653
2014-02-14T05:48:30.000Z,5.66788,-0.180481,3.94232,4.06546
2014-02-14T05:49:30.000Z,5.67975,-0.122952,3.85258,4.16570
2014-02-14T05:50:30.000Z,5.67006,0.0849784,3.74445,4.24915
2014-02-14T05:51:30.000Z,5.61715,0.282275,3.64322,4.19037
2014-02-14T05:52:30.000Z,5.42186,1.15090,3.80105,3.68768
2014-02-14T05:53:30.000Z,5.40097,0.770147,3.60130,3.94706
2014-02-14T05:54:30.000Z,5.38136,0.701050,3.44880,4.07047
2014-02-14T05:55:30.000Z,5.34946,1.02618,3.41865,3.98291
2014-02-14T05:56:30.000Z,5.36321,0.790223,3.57621,3.90890
2014-02-14T05:57:30.000Z,5.37700,0.145197,3.55211,4.01192
2014-02-14T05:58:30.000Z,5.37577,-0.326548,3.35696,4.18289
2014-02-14T05:59:30.000Z,5.36707,-0.344880,3.36054,4.16474
2014-02-14T06:00:30.000Z,5.38919,-0.455189,3.11068,4.37111
2014-02-14T06:01:30.000Z,5.44013,-0.626450,2.95902,4.51195
2014-02-14T06:02:30.000Z,5.46803,-0.908685,2.83510,4.58522
2014-02-14T06:03:30.000Z,5.46012,-0.989909,2.84560,4.54411
2014-02-14T06:04:30.000Z,5.41061,-0.832615,2.85390,4.51599
2014-02-14T06:05:30.000Z,5.35351,-1.03604,2.64738,4.52620
2014-02-14T06:06:30.000Z,5.17754,-0.311742,3.32801,3.87656
2014-02-14T06:07:30.000Z,5.21178,-0.312248,3.33282,3.97494
2014-02-14T06:08:30.000Z,5.24246,-0.207171,3.19368,4.13784
2014-02-14T06:09:30.000Z,5.23159,0.158142,3.48092,3.89253
2014-02-14T06:10:30.000Z,5.18471,0.145541,3.51716,3.76990
2014-02-14T06:11:30.000Z,5.18937,0.429384,3.42834,3.86146
2014-02-14T06:12:30.000Z,5.01937,-0.0193925,3.17358,3.86282
2014-02-14T06:13:30.000Z,5.41920,0.243769,4.00332,3.62405
2014-02-14T06:14:30.000Z,5.76966,0.0451620,4.31384,3.82286
2014-02-14T06:15:30.000Z,5.89951,0.0237424,4.42511,3.89634
2014-02-14T06:16:30.000Z,5.97118,-0.340513,4.51817,3.88312
2014-02-14T06:17:30.000Z,6.01521,-0.162625,4.71525,3.72374
2014-02-14T06:18:30.000Z,6.04144,-0.147626,4.88209,3.55336
2014-02-14T06:19:30.000Z,6.01529,-0.331282,5.01368,3.29551
2014-02-14T06:20:30.000Z,5.86424,-0.316425,4.81553,3.24920
2014-02-14T06:21:30.000Z,5.73171,-0.115415,4.25668,3.83423
2014-02-14T06:22:30.000Z,5.83411,-0.155613,4.62246,3.54987
2014-02-14T06:23:30.000Z,5.86606,-0.177977,4.83968,3.30474
2014-02-14T06:24:30.000Z,5.61219,-0.276070,5.22556,1.89014
2014-02-14T06:25:30.000Z,5.53989,-0.409835,5.29567,1.57016
2014-02-14T06:26:30.000Z,5.51996,-0.531982,5.26229,1.57837
2014-02-14T06:27:30.000Z,5.53641,-0.549447,5.26527,1.62018
2014-02-14T06:28:30.000Z,5.51364,-0.598259,5.19332,1.74827
2014-02-14T06:29:30.000Z,5.49251,-0.606821,5.13857,1.84149
2014-02-14T06:30:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T06:31:30.000Z,5.45394,-0.675436,4.96580,2.15080
2014-02-14T06:32:30.000Z,5.51757,-0.641229,5.01113,2.21632
2014-02-14T06:33:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T06:34:30.000Z,5.46469,-0.593799,4.97678,2.17536
2014-02-14T06:35:30.000Z,5.38347,-0.591787,4.82769,2.30240
2014-02-14T06:36:30.000Z,5.05409,-0.515742,4.48597,2.26403
2014-02-14T06:37:30.000Z,5.06970,-0.385089,4.42446,2.42893
2014-02-14T06:38:30.000Z,5.01880,-0.631197,4.18915,2.67199
2014-02-14T06:39:30.000Z,5.02701,-0.223172,4.16233,2.75986
2014-02-14T06:40:30.000Z,5.18230,-0.487118,3.70686,3.56633
2014-02-14T06:41:30.000Z,5.16098,-0.726273,4.29058,2.65374
2014-02-14T06:42:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T06:43:30.000Z,5.08862,-0.688177,4.33455,2.57327
2014-02-14T06:44:30.000Z,5.13679,-0.753108,4.38815,2.55766
2014-02-14T06:45:30.000Z,5.13845,-0.775085,4.34954,2.61259
2014-02-14T06:46:30.000Z,5.12731,-0.986899,4.41090,2.38234
2014-02-14T06:47:30.000Z,5.19111,-1.13627,4.44881,2.40128
2014-02-14T06:48:30.000Z,5.26969,-1.13113,4.29881,2.81539
2014-02-14T06:49:30.000Z,5.28520,-0.997281,4.43234,2.66584
2014-02-14T06:50:30.000Z,5.51289,-0.585150,4.51023,3.11390
2014-02-14T06:51:30.000Z,5.57756,-0.668267,4.60922,3.06879
2014-02-14T06:52:30.000Z,5.55529,-0.489926,4.59247,3.08522
2014-02-14T06:53:30.000Z,5.54402,-0.509726,4.39676,3.32695
2014-02-14T06:54:30.000Z,5.71042,-0.443128,4.55314,3.40861
2014-02-14T06:55:30.000Z,5.75080,-0.540460,4.62249,3.37392
2014-02-14T06:56:30.000Z,5.75881,-0.675165,4.65539,3.32001
2014-02-14T06:57:30.000Z,5.71810,-0.903485,4.67072,3.16514
2014-02-14T06:58:30.000Z,5.72212,-0.762731,4.58605,3.33121
2014-02-14T06:59:30.000Z,5.71656,-0.732026,4.46427,3.49034
2014-02-14T07:00:30.000Z,5.73057,-0.604957,4.41627,3.59969
2014-02-14T07:01:30.000Z,5.75142,-0.694281,4.46553,3.55657
2014-02-14T07:02:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T07:03:30.000Z,5.72183,-0.641229,4.40374,3.59554
2014-02-14T07:04:30.000Z,5.71698,-0.431479,4.36004,3.66744
2014-02-14T07:05:30.000Z,5.65750,-0.232108,4.27084,3.69665
2014-02-14T07:06:30.000Z,5.65141,-0.105656,3.92598,4.06203
2014-02-14T07:07:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T07:08:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T07:09:30.000Z,5.52383,0.0532585,3.73037,4.06479
2014-02-14T07:10:30.000Z,5.53173,0.0759058,3.67822,4.11045
2014-02-14T07:11:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T07:12:30.000Z,5.48289,-0.436129,3.87624,3.84634
2014-02-14T07:13:30.000Z,5.53672,0.306826,3.49647,4.26393
2014-02-14T07:14:30.000Z,5.51715,0.335885,3.58614,4.16385
2014-02-14T07:15:30.000Z,5.34743,0.362150,3.65155,3.86642
2014-02-14T07:16:30.000Z,5.30013,0.625646,3.59021,3.82847
2014-02-14T07:17:30.000Z,5.36295,0.329049,3.69037,3.87189
2014-02-14T07:18:30.000Z,5.31044,0.221688,3.64584,3.85359
2014-02-14T07:19:30.000Z,5.26454,0.433884,3.70599,3.70390
2014-02-14T07:20:30.000Z,5.22087,0.496040,3.85194,3.48098
2014-02-14T07:21:30.000Z,5.23779,0.0326541,3.86829,3.52154
2014-02-14T07:22:30.000Z,5.18606,-0.392914,3.90914,3.38235
2014-02-14T07:23:30.000Z,5.17205,0.108779,3.80112,3.49072
2014-02-14T07:24:30.000Z,5.21569,0.284511,3.75453,3.58475
2014-02-14T07:25:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T07:26:30.000Z,4.94020,-0.704810,4.25956,2.37767
2014-02-14T07:27:30.000Z,5.01203,-0.494457,3.89203,3.08731
2014-02-14T07:28:30.000Z,4.98597,-0.239184,3.81580,3.16999
2014-02-14T07:29:30.000Z,4.92276,-0.679155,3.52039,3.34442
2014-02-14T07:30:30.000Z,4.84278,-0.459745,3.23435,3.55905
2014-02-14T07:31:30.000Z,4.67466,-0.641128,3.35733,3.17417
2014-02-14T07:32:30.000Z,4.63361,-0.714688,3.53099,2.90659
2014-02-14T07:33:30.000Z,4.89079,-1.24619,3.94583,2.53206
2014-02-14T07:34:30.000Z,5.42203,-0.772310,4.15055,3.22938
2014-02-14T07:35:30.000Z,5.57943,-1.33319,4.14112,3.45530
2014-02-14T07:36:30.000Z,5.60539,-0.712562,3.91697,3.90795
2014-02-14T07:37:30.000Z,5.76046,-0.413535,4.20784,3.89960
2014-02-14T07:38:30.000Z,5.87998,0.0230528,4.02310,4.27023
2014-02-14T07:39:30.000Z,5.98438,0.160566,3.35717,4.93935
2014-02-14T07:40:30.000Z,6.03509,0.428602,2.65150,5.40192
2014-02-14T07:41:30.000Z,5.93888,0.520226,2.53748,5.34044
2014-02-14T07:42:30.000Z,5.86048,0.202090,3.19143,4.90776
2014-02-14T07:43:30.000Z,5.87894,0.316725,3.12142,4.96940
2014-02-14T07:44:30.000Z,5.92762,0.136420,3.22299,4.97078
2014-02-14T07:45:30.000Z,5.88893,0.234139,3.11759,4.98941
2014-02-14T07:46:30.000Z,5.90629,0.239515,3.03216,5.06214
2014-02-14T07:47:30.000Z,5.90814,0.299867,2.92486,5.12349
2014-02-14T07:48:30.000Z,5.95298,0.307466,3.06733,5.09194
2014-02-14T07:49:30.000Z,5.98637,0.245133,3.10258,5.11307
2014-02-14T07:50:30.000Z,6.02074,0.390590,2.82122,5.30212
2014-02-14T07:51:30.000Z,6.06954,0.341425,3.13007,5.18547
2014-02-14T07:52:30.000Z,6.09145,0.389575,3.30084,5.10451
2014-02-14T07:53:30.000Z,6.08442,0.441781,3.19273,5.15767
2014-02-14T07:54:30.000Z,6.07190,0.529243,3.13499,5.17070
2014-02-14T07:55:30.000Z,6.08883,0.566694,3.17403,5.16393
2014-02-14T07:56:30.000Z,6.11969,0.466090,3.39816,5.06767
2014-02-14T07:57:30.000Z,6.11157,0.473647,3.41452,5.04543
2014-02-14T07:58:30.000Z,6.11329,0.464542,3.34853,5.09296
2014-02-14T07:59:30.000Z,6.13580,0.415186,3.29567,5.15871
2014-02-14T08:00:30.000Z,6.14462,0.404006,3.30415,5.16484
2014-02-14T08:01:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T08:02:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T08:03:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T08:04:30.000Z,6.12446,0.625056,3.36464,5.07878
2014-02-14T08:05:30.000Z,6.12157,0.460734,3.40790,5.06223
2014-02-14T08:06:30.000Z,6.06646,0.601033,3.35106,5.02079
2014-02-14T08:07:30.000Z,6.02932,0.582906,3.34583,4.98141
2014-02-14T08:08:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T08:09:30.000Z,5.85544,0.796404,3.39790,4.69283
2014-02-14T08:10:30.000Z,5.86135,0.894390,3.32897,4.73323
2014-02-14T08:11:30.000Z,5.99311,0.559581,3.25143,5.00276
2014-02-14T08:12:30.000Z,5.97359,0.748883,3.21493,4.97689
2014-02-14T08:13:30.000Z,5.99003,0.751632,3.18232,5.01795
2014-02-14T08:14:30.000Z,5.96100,0.749785,3.08774,5.04288
2014-02-14T08:15:30.000Z,5.89646,0.723225,2.99040,5.03001
2014-02-14T08:16:30.000Z,5.85838,0.627567,2.98810,4.99890
2014-02-14T08:17:30.000Z,5.82416,0.564278,2.92262,5.00538
2014-02-14T08:18:30.000Z,5.84460,0.498982,2.89578,5.05157
2014-02-14T08:19:30.000Z,5.82840,0.403018,2.94674,5.01112
2014-02-14T08:20:30.000Z,5.82360,0.543706,2.94983,4.99059
2014-02-14T08:21:30.000Z,5.82529,0.581675,2.89396,5.02171
2014-02-14T08:22:30.000Z,5.83063,0.607501,2.80852,5.07223
2014-02-14T08:23:30.000Z,5.83491,0.711226,2.68045,5.13148
2014-02-14T08:24:30.000Z,5.86904,0.00633111,3.13027,4.95090
2014-02-14T08:25:30.000Z,5.87067,-0.228321,3.21230,4.90772
2014-02-14T08:26:30.000Z,5.85175,-0.102282,3.07618,4.97654
2014-02-14T08:27:30.000Z,5.85324,-0.0444362,3.05129,4.99450
2014-02-14T08:28:30.000Z,5.89232,-0.177939,3.07883,5.01923
2014-02-14T08:29:30.000Z,5.91390,-0.267428,3.09596,5.03003
2014-02-14T08:30:30.000Z,5.93963,-0.212118,3.11487,5.05072
2014-02-14T08:31:30.000Z,5.95844,-0.281487,3.09888,5.07614
2014-02-14T08:32:30.000Z,5.85050,0.0773791,3.11332,4.95112
2014-02-14T08:33:30.000Z,5.90159,0.0795798,3.10413,5.01809
2014-02-14T08:34:30.000Z,5.91054,-0.0181470,2.85590,5.17008
2014-02-14T08:35:30.000Z,5.91936,-0.121078,2.67924,5.27434
2014-02-14T08:36:30.000Z,5.91603,0.0498558,2.59450,5.31596
2014-02-14T08:37:30.000Z,5.90242,0.146181,2.54319,5.32348
2014-02-14T08:38:30.000Z,5.92751,0.278287,2.61684,5.30892
2014-02-14T08:39:30.000Z,5.93743,0.209760,2.40520,5.42339
2014-02-14T08:40:30.000Z,-1.00000e+31,-1.00000e+31,-1.00000e+31,-1.00000e+31
2014-02-14T08:41:30.000Z,5.83113,0.336315,2.10084,5.42887
2014-02-14T08:42:30.000Z,5.87091,0.333531,2.08863,5.47591
2014-02-14T08:43:30.000Z,5.89096,0.289679,2.13889,5.48036
2014-02-14T08:44:30.000Z,5.89645,0.243346,1.99335,5.54156
2014-02-14T08:45:30.000Z,5.83953,0.140145,2.11430,5.44098
2014-02-14T08:46:30.000Z,5.85186,0.0955966,1.98223,5.50253
2014-02-14T08:47:30.000Z,5.87728,-0.0744962,1.82714,5.58280
2014-02-14T08:48:30.000Z,5.50791,-0.314469,2.74791,4.59665
2014-02-14T08:49:30.000Z,5.30124,-0.298769,3.33784,4.10460
2014-02-14T08:50:30.000Z,5.48057,-0.229614,3.15735,4.46992
2014-02-14T08:51:30.000Z,5.54676,-0.0672110,3.09254,4.60330
2014-02-14T08:52:30.000Z,5.57607,-0.0605892,3.10714,4.62686
2014-02-14T08:53:30.000Z,5.59727,-0.348096,3.26377,4.52969
2014-02-14T08:54:30.000Z,5.74247,-0.438231,3.36682,4.62844
2014-02-14T08:55:30.000Z,5.77861,-0.598457,3.44457,4.60031
2014-02-14T08:56:30.000Z,5.73308,-0.679608,3.43002,4.54212
2014-02-14T08:57:30.000Z,5.77796,-0.576482,3.26226,4.73276
2014-02-14T08:58:30.000Z,5.78584,-0.567653,3.36656,4.67037
2014-02-14T08:59:30.000Z,5.80011,-0.546762,3.27788,4.75275
2014-02-14T09:00:30.000Z,5.77299,-0.606878,3.31238,4.68499
2014-02-14T09:01:30.000Z,5.81247,-0.733235,3.48628,4.59194
2014-02-14T09:02:30.000Z,5.77846,-0.696269,3.49924,4.54404
2014-02-14T09:03:30.000Z,5.77904,-0.759327,3.50212,4.53347
2014-02-14T09:04:30.000Z,5.78067,-0.837035,3.51952,4.50849
2014-02-14T09:05:30.000Z,5.80605,-0.871152,3.49781,4.55132
2014-02-14T09:06:30.000Z,5.79765,-0.991515,3.45089,4.55170
2014-02-14T09:07:30.000Z,5.78682,-1.00723,3.44209,4.54117
2014-02-14T09:08:30.000Z,5.80722,-1.00506,3.45538,4.55746
2014-02-14T09:09:30.000Z,5.77964,-1.13730,3.44208,4.49955
2014-02-14T09:10:30.000Z,5.75494,-1.16588,3.44486,4.45709
2014-02-14T09:11:30.000Z,5.73430,-1.17669,3.45976,4.41713
2014-02-14T09:12:30.000Z,5.72656,-1.15171,3.22149,4.58967
2014-02-14T09:13:30.000Z,5.68219,-1.27894,3.21649,4.50116
2014-02-14T09:14:30.000Z,5.64585,-1.34777,3.14813,4.47690
2014-02-14T09:15:30.000Z,5.65328,-1.32118,3.10496,4.51981
2014-02-14T09:16:30.000Z,5.70177,-1.22448,2.94465,4.72349
2014-02-14T09:17:30.000Z,5.98135,-1.36419,3.33274,4.75734
2014-02-14T09:18:30.000Z,5.74948,-1.22062,3.34828,4.50967
2014-02-14T09:19:30.000Z,5.62257,-1.23113,3.28780,4.39130
2014-02-14T09:20:30.000Z,5.51557,-1.21456,3.19785,4.32619
2014-02-14T09:21:30.000Z,5.44760,-1.06024,3.12385,4.33445
2014-02-14T09:22:30.000Z,5.38054,-0.971300,2.85106,4.45609
2014-02-14T09:23:30.000Z,5.14621,-1.01743,2.87689,4.12774
2014-02-14T09:24:30.000Z,4.93553,-1.49660,3.25763,3.38689
2014-02-14T09:25:30.000Z,4.89909,-1.74982,3.28121,3.18743
2014-02-14T09:26:30.000Z,4.84027,-1.85719,3.29152,3.02353
2014-02-14T09:27:30.000Z,4.71607,-1.84809,3.15881,2.97298
2014-02-14T09:28:30.000Z,4.83596,-1.70700,3.18201,3.21401
2014-02-14T09:29:30.000Z,4.87001,-1.63604,3.13796,3.34326
2014-02-14T09:30:30.000Z,4.87400,-0.960575,2.82750,3.83156
2014-02-14T09:31:30.000Z,5.12113,0.819745,1.35552,4.61986
2014-02-14T09:32:30.000Z,5.30608,1.55388,0.674218,5.02564
2014-02-14T09:33:30.000Z,5.34607,1.49808,0.778936,5.07001
2014-02-14T09:34:30.000Z,5.25809,1.54253,0.931577,4.93608
2014-02-14T09:35:30.000Z,5.47411,1.35195,1.27455,5.13982
2014-02-14T09:36:30.000Z,5.51200,1.58147,1.24324,5.12249
2014-02-14T09:37:30.000Z,5.51169,1.36222,0.849425,5.26185
2014-02-14T09:38:30.000Z,5.55702,1.76964,0.821572,5.19947
2014-02-14T09:39:30.000Z,5.49225,1.84408,0.484649,5.14124
2014-02-14T09:40:30.000Z,5.44959,1.81494,-0.479249,5.03426
2014-02-14T09:41:30.000Z,5.30530,2.20516,-0.193098,4.79322
2014-02-14T09:42:30.000Z,4.76410,1.88828,0.704390,4.20687
2014-02-14T09:43:30.000Z,4.68875,2.10800,-0.283306,4.16290
2014-02-14T09:44:30.000Z,4.80379,2.22388,-0.465493,4.15999
2014-02-14T09:45:30.000Z,5.02312,2.67605,-0.564767,4.20529
2014-02-14T09:46:30.000Z,4.86454,2.46943,-0.128525,4.17999
2014-02-14T09:47:30.000Z,4.80296,2.44160,0.229477,4.10119
2014-02-14T09:48:30.000Z,4.87060,2.60597,-0.0349550,4.10582
2014-02-14T09:49:30.000Z,5.00429,2.78383,-0.0755146,4.12918
2014-02-14T09:50:30.000Z,5.04598,2.72257,-0.667677,4.03549
2014-02-14T09:51:30.000Z,5.23064,2.95992,-1.03943,4.18334
2014-02-14T09:52:30.000Z,5.18681,2.85324,-0.645129,4.27610
2014-02-14T09:53:30.000Z,5.20924,2.95327,-0.827675,4.17315
2014-02-14T09:54:30.000Z,5.23176,3.09635,-1.06672,4.07699
2014-02-14T09:55:30.000Z,5.31550,3.17323,-1.18613,4.09324
2014-02-14T09:56:30.000Z,5.28505,3.28537,-0.878223,4.03820
2014-02-14T09:57:30.000Z,5.26961,3.34111,-0.962501,3.95706
2014-02-14T09:58:30.000Z,5.31131,3.37556,-1.06329,3.95595
2014-02-14T09:59:30.000Z,5.34290,3.27647,-1.12782,4.06621
2014-02-14T10:00:30.000Z,5.32451,3.37079,-1.31738,3.89875
2014-02-14T10:01:30.000Z,5.30181,3.37496,-1.42632,3.82942
2014-02-14T10:02:30.000Z,5.38327,2.96078,-0.995636,4.37019
2014-02-14T10:03:30.000Z,5.41143,2.92590,-0.952884,4.44934
2014-02-14T10:04:30.000Z,5.41725,2.99962,-0.963044,4.40634
2014-02-14T10:05:30.000Z,5.42072,3.11058,-0.950193,4.33495
2014-02-14T10:06:30.000Z,5.45466,3.04145,-0.872573,4.44249
2014-02-14T10:07:30.000Z,5.45206,3.02997,-0.809590,4.45873
2014-02-14T10:08:30.000Z,5.41005,3.08031,-0.820827,4.36944
2014-02-14T10:09:30.000Z,5.36779,3.01700,-0.878610,4.35007
2014-02-14T10:10:30.000Z,5.34752,2.95376,-0.877391,4.36728
2014-02-14T10:11:30.000Z,5.52665,2.19353,0.509384,4.88942
2014-02-14T10:12:30.000Z,5.79068,1.10044,1.52368,5.39464
2014-02-14T10:13:30.000Z,5.77218,0.958203,1.68940,5.34060
2014-02-14T10:14:30.000Z,5.61686,0.663178,2.55011,4.95619
2014-02-14T10:15:30.000Z,5.56276,0.591040,2.72530,4.80859
2014-02-14T10:16:30.000Z,5.62513,0.400445,2.79198,4.85630
2014-02-14T10:17:30.000Z,5.57745,0.174886,2.71216,4.86500
2014-02-14T10:18:30.000Z,5.71927,-0.191437,2.51232,5.11960
2014-02-14T10:19:30.000Z,5.79846,-0.186360,2.88837,5.01023
2014-02-14T10:20:30.000Z,5.89249,0.592634,3.51714,4.58283
2014-02-14T10:21:30.000Z,5.78324,-0.129205,2.86278,4.88528
2014-02-14T10:22:30.000Z,5.71268,-0.458041,2.38498,5.17010
2014-02-14T10:23:30.000Z,5.80603,-0.498605,2.61969,5.15608
2014-02-14T10:24:30.000Z,5.91553,-0.617862,2.91771,5.10749
2014-02-14T10:25:30.000Z,5.99419,-0.836881,3.09637,5.06228
2014-02-14T10:26:30.000Z,6.02019,-0.888168,3.24342,4.99134
2014-02-14T10:27:30.000Z,5.95346,-0.571067,3.44432,4.81632
2014-02-14T10:28:30.000Z,6.00109,-0.666492,3.61738,4.72556
2014-02-14T10:29:30.000Z,6.06100,-0.720851,3.90825,4.57089
2014-02-14T10:30:30.000Z,6.01176,-0.608847,4.03620,4.41238
2014-02-14T10:31:30.000Z,6.00559,-0.498622,4.15736,4.30124
2014-02-14T10:32:30.000Z,5.94498,-0.620623,4.08582,4.26829
2014-02-14T10:33:30.000Z,5.92548,-0.671026,4.32412,3.98540
2014-02-14T10:34:30.000Z,5.84014,-0.630430,4.00999,4.19338
2014-02-14T10:35:30.000Z,5.85979,-0.835416,4.11444,4.08619
2014-02-14T10:36:30.000Z,5.83238,-0.842451,4.20964,3.94650
2014-02-14T10:37:30.000Z,5.78273,-0.850486,4.13129,3.95385
2014-02-14T10:38:30.000Z,5.69940,-0.765597,3.97812,4.00609
2014-02-14T10:39:30.000Z,5.66410,-0.631998,4.04923,3.90479
2014-02-14T10:40:30.000Z,5.85823,-0.502594,4.01529,4.23237
2014-02-14T10:41:30.000Z,5.94996,-0.283149,3.98378,4.40562
2014-02-14T10:42:30.000Z,5.96532,-0.651878,3.76594,4.53185
2014-02-14T10:43:30.000Z,5.99591,-0.129970,3.69193,4.70919
2014-02-14T10:44:30.000Z,5.97318,-0.249615,3.62140,4.73546
2014-02-14T10:45:30.000Z,5.93528,-0.742712,3.73970,4.54565
2014-02-14T10:46:30.000Z,5.92939,-0.559331,3.61634,4.66418
2014-02-14T10:47:30.000Z,5.92489,-0.635741,3.56746,4.68399
2014-02-14T10:48:30.000Z,5.75067,-0.403423,3.33730,4.65943
