UT__yyyy-mm-ddThh:mm:ss.sssZ,FGS-D_B_TOTAL__nT_(All_Qs),BX_FGS-D_(@_1_)_nT_GSM_(All_Qs),BY_FGS-D_(@_2_)_nT_GSM_(All_Qs),BZ_FGS-D_(@_3_)_nT_GSM_(All_Qs)
2009-07-04T15:20:00.742Z,4.89998,2.11882,-4.41675,-0.113048
2009-07-04T15:20:03.710Z,4.72314,1.85818,-4.34128,-0.0920579
2009-07-04T15:20:06.678Z,4.73861,1.70746,-4.42009,-0.0424505
2009-07-04T15:20:09.645Z,4.79453,1.52156,-4.54228,0.200215
2009-07-04T15:20:12.613Z,4.68138,1.61906,-4.39134,0.100469
2009-07-04T15:20:15.581Z,4.76764,1.52512,-4.51281,0.197380
2009-07-04T15:20:18.549Z,4.85531,1.57834,-4.58496,0.246990
2009-07-04T15:20:21.517Z,4.81082,1.64798,-4.51924,0.0678080
2009-07-04T15:20:24.485Z,4.86818,1.61690,-4.59102,-0.0859398
2009-07-04T15:20:27.453Z,4.93596,1.66916,-4.64436,-0.0865749
2009-07-04T15:20:30.420Z,4.84799,1.67294,-4.54662,-0.180385
2009-07-04T15:20:33.388Z,4.82857,1.85448,-4.45697,-0.106972
2009-07-04T15:20:36.356Z,4.83866,1.84971,-4.47114,-0.00980711
2009-07-04T15:20:39.324Z,4.84676,1.81269,-4.49496,-0.0242118
2009-07-04T15:20:42.292Z,4.78950,1.81808,-4.43101,0.00617778
2009-07-04T15:20:45.260Z,4.76849,1.76095,-4.43129,0.0352764
2009-07-04T15:20:48.228Z,4.87579,2.03663,-4.42910,0.0925562
2009-07-04T15:20:51.196Z,4.91726,1.89232,-4.53818,-0.0592567
2009-07-04T15:20:54.163Z,4.78140,1.99761,-4.34319,-0.0898944
2009-07-04T15:20:57.131Z,4.65618,1.83073,-4.27924,-0.128708
2009-07-04T15:21:00.099Z,4.78086,1.90979,-4.37956,-0.169749
2009-07-04T15:21:03.067Z,4.78086,1.80885,-4.41966,-0.226534
2009-07-04T15:21:06.035Z,4.64128,1.77933,-4.28414,-0.147054
2009-07-04T15:21:09.003Z,4.70188,1.86343,-4.30931,-0.255182
2009-07-04T15:21:11.971Z,4.85624,1.99081,-4.41651,-0.337950
2009-07-04T15:21:14.939Z,4.70151,1.96032,-4.26217,-0.308675
2009-07-04T15:21:17.906Z,4.73994,2.00929,-4.28407,-0.276613
2009-07-04T15:21:20.874Z,4.73418,2.01667,-4.27571,-0.252570
2009-07-04T15:21:23.842Z,4.74346,1.93977,-4.32103,-0.257665
2009-07-04T15:21:26.810Z,4.69591,1.87082,-4.30090,-0.231995
2009-07-04T15:21:29.778Z,4.71233,1.88090,-4.31635,-0.193235
2009-07-04T15:21:32.746Z,4.73390,1.80322,-4.37556,-0.112621
2009-07-04T15:21:35.714Z,4.71295,1.65284,-4.41141,-0.139654
2009-07-04T15:21:38.682Z,4.78777,1.75615,-4.44862,-0.220152
2009-07-04T15:21:41.649Z,4.66475,1.56160,-4.39099,-0.201354
2009-07-04T15:21:44.617Z,4.78102,1.57788,-4.50488,-0.272903
2009-07-04T15:21:47.585Z,4.70039,1.82832,-4.31643,-0.345426
2009-07-04T15:21:50.553Z,4.76509,1.95266,-4.33126,-0.365221
2009-07-04T15:21:53.521Z,4.80268,1.83087,-4.42644,-0.346814
2009-07-04T15:21:56.489Z,4.80579,1.73507,-4.46347,-0.403300
2009-07-04T15:21:59.457Z,4.75515,1.76813,-4.39317,-0.430420
2009-07-04T15:22:02.425Z,4.90139,1.53716,-4.64433,-0.301562
2009-07-04T15:22:05.392Z,4.81619,1.40142,-4.58387,-0.468908
2009-07-04T15:22:08.360Z,4.72370,1.77069,-4.33729,-0.604959
2009-07-04T15:22:11.328Z,4.89109,1.79045,-4.51534,-0.573373
2009-07-04T15:22:14.296Z,4.84728,1.67762,-4.51711,-0.526783
2009-07-04T15:22:17.264Z,4.88631,1.65784,-4.56209,-0.561195
2009-07-04T15:22:20.232Z,4.81781,1.66592,-4.46762,-0.690196
2009-07-04T15:22:23.200Z,4.85145,1.73605,-4.49253,-0.582911
2009-07-04T15:22:26.168Z,4.87695,1.70434,-4.54612,-0.461111
2009-07-04T15:22:29.135Z,4.81005,2.14954,-4.25872,-0.615932
2009-07-04T15:22:32.103Z,4.92302,2.18695,-4.34462,-0.760067
2009-07-04T15:22:35.071Z,4.91297,2.24767,-4.29133,-0.818328
2009-07-04T15:22:38.039Z,4.82103,2.29154,-4.14239,-0.912015
2009-07-04T15:22:41.007Z,4.80981,2.16775,-4.22088,-0.786941
2009-07-04T15:22:43.975Z,4.87438,2.06608,-4.33951,-0.812135
2009-07-04T15:22:46.943Z,4.89243,2.12147,-4.33422,-0.806079
2009-07-04T15:22:49.910Z,4.88688,2.30742,-4.16460,-1.10161
2009-07-04T15:22:52.878Z,4.82319,2.31058,-4.08251,-1.12137
2009-07-04T15:22:55.846Z,4.83155,2.09145,-4.27361,-0.840215
2009-07-04T15:22:58.814Z,4.85737,1.99452,-4.36766,-0.734529
2009-07-04T15:23:01.782Z,4.86720,2.26949,-4.17687,-1.04537
2009-07-04T15:23:04.750Z,4.89306,2.41762,-4.06841,-1.24304
2009-07-04T15:23:07.718Z,4.86543,2.44164,-4.05983,-1.10841
2009-07-04T15:23:10.686Z,4.85297,2.36563,-4.08114,-1.13989
2009-07-04T15:23:13.653Z,4.80615,2.52804,-3.96363,-0.998902
2009-07-04T15:23:16.621Z,4.89962,2.62418,-4.03399,-0.920275
2009-07-04T15:23:19.589Z,4.82823,2.66178,-3.87514,-1.10002
2009-07-04T15:23:22.557Z,4.78561,2.76218,-3.75719,-1.07517
2009-07-04T15:23:25.525Z,4.88760,2.77112,-3.88685,-1.04971
2009-07-04T15:23:28.493Z,4.85199,2.72889,-3.89589,-0.957622
2009-07-04T15:23:31.461Z,4.81277,2.30150,-4.13192,-0.890594
2009-07-04T15:23:34.429Z,4.81824,2.29010,-4.12503,-0.977246
2009-07-04T15:23:37.396Z,4.79580,2.36657,-4.07006,-0.913063
2009-07-04T15:23:40.364Z,4.80255,2.40117,-4.06912,-0.860851
2009-07-04T15:23:43.332Z,4.81356,2.28291,-4.14273,-0.892465
2009-07-04T15:23:46.300Z,4.79310,2.23008,-4.14643,-0.898699
2009-07-04T15:23:49.268Z,4.77891,2.03020,-4.24841,-0.816904
2009-07-04T15:23:52.236Z,4.77475,1.82838,-4.33597,-0.809111
2009-07-04T15:23:55.204Z,4.74786,1.75443,-4.34424,-0.769234
2009-07-04T15:23:58.172Z,4.79531,1.47106,-4.51690,-0.654666
2009-07-04T15:24:01.139Z,4.80583,1.54405,-4.48963,-0.745075
2009-07-04T15:24:04.107Z,4.88549,1.41756,-4.61695,-0.736407
2009-07-04T15:24:07.075Z,4.85873,1.21375,-4.64894,-0.722135
2009-07-04T15:24:10.043Z,4.61195,0.741594,-4.54312,-0.283221
2009-07-04T15:24:13.011Z,4.70790,0.122518,-4.70598,0.0549093
2009-07-04T15:24:15.979Z,4.81038,0.152998,-4.80563,-0.149191
2009-07-04T15:24:18.947Z,4.69475,0.256733,-4.65099,-0.585761
2009-07-04T15:24:21.915Z,4.84435,0.267784,-4.75235,-0.900625
2009-07-04T15:24:24.882Z,4.82923,0.596097,-4.75818,-0.570826
2009-07-04T15:24:27.850Z,4.80018,0.222544,-4.77853,-0.397389
2009-07-04T15:24:30.818Z,4.76923,0.134743,-4.75777,-0.301673
2009-07-04T15:24:33.786Z,4.81684,-0.131805,-4.81103,-0.196530
2009-07-04T15:24:36.754Z,4.80422,-0.162120,-4.80137,-0.0324571
2009-07-04T15:24:39.722Z,4.75683,0.210448,-4.75208,-0.0282075
2009-07-04T15:24:42.690Z,4.73465,0.0474651,-4.71477,0.430717
2009-07-04T15:24:45.658Z,4.69772,-0.365558,-4.67648,0.256034
2009-07-04T15:24:48.625Z,4.81181,-0.456153,-4.78269,0.266975
2009-07-04T15:24:51.593Z,4.63239,-0.139578,-4.61963,0.313932
2009-07-04T15:24:54.561Z,4.67220,-0.187183,-4.63585,0.550732
2009-07-04T15:24:57.529Z,4.68401,-0.110437,-4.67885,0.190039
2009-07-04T15:25:00.497Z,4.63804,-0.162097,-4.63300,0.143036
2009-07-04T15:25:03.465Z,4.56423,-0.262196,-4.55502,0.123286
2009-07-04T15:25:06.433Z,4.56423,-0.262196,-4.55503,0.123104
2009-07-04T15:25:09.400Z,4.59709,-0.272898,-4.58877,-0.0440506
2009-07-04T15:25:12.368Z,4.59789,-0.220641,-4.58737,-0.218936
2009-07-04T15:25:15.336Z,4.58298,-0.101855,-4.57607,-0.229864
2009-07-04T15:25:18.304Z,4.57187,-0.0136076,-4.56907,-0.159669
2009-07-04T15:25:21.272Z,4.67395,0.231722,-4.65928,0.288602
2009-07-04T15:25:24.240Z,4.66749,0.316527,-4.65238,0.201585
2009-07-04T15:25:27.208Z,4.75111,0.240131,-4.74436,0.0801781
2009-07-04T15:25:30.176Z,4.66542,0.114015,-4.66018,0.189378
2009-07-04T15:25:33.143Z,4.69164,-0.355042,-4.59809,0.862027
2009-07-04T15:25:36.111Z,4.81927,0.207618,-4.81439,-0.0624795
2009-07-04T15:25:39.079Z,4.71206,0.788712,-4.64422,0.112569
2009-07-04T15:25:42.047Z,4.73888,0.407955,-4.71784,-0.180271
2009-07-04T15:25:45.015Z,4.86891,0.697296,-4.81162,0.261579
2009-07-04T15:25:47.983Z,5.12222,1.25451,-4.96062,-0.235752
2009-07-04T15:25:50.951Z,5.16640,0.718858,-5.08044,-0.603408
2009-07-04T15:25:53.919Z,5.12023,0.749735,-4.97796,-0.935141
2009-07-04T15:25:56.886Z,5.16223,0.830017,-4.98145,-1.06998
2009-07-04T15:25:59.854Z,5.05971,1.34049,-4.84914,-0.538092
2009-07-04T15:26:02.822Z,5.19649,1.97066,-4.78309,-0.491974
2009-07-04T15:26:05.790Z,5.10239,2.80344,-4.17087,-0.882565
2009-07-04T15:26:08.758Z,5.07210,2.82062,-4.09608,-0.996208
2009-07-04T15:26:11.726Z,4.97179,2.80626,-4.02046,-0.824300
2009-07-04T15:26:14.694Z,5.03374,2.93658,-4.00234,-0.834430
2009-07-04T15:26:17.662Z,5.25764,2.88985,-4.30965,-0.847645
2009-07-04T15:26:20.629Z,5.22622,2.74714,-4.36435,-0.847984
2009-07-04T15:26:23.597Z,5.39983,3.09006,-4.35406,-0.807417
2009-07-04T15:26:26.565Z,5.31839,3.17144,-4.17883,-0.874400
2009-07-04T15:26:29.533Z,4.92706,3.02170,-3.77582,-0.942549
2009-07-04T15:26:32.501Z,4.81350,2.86199,-3.77211,-0.865982
2009-07-04T15:26:35.469Z,4.90358,2.99212,-3.79916,-0.811595
2009-07-04T15:26:38.437Z,4.98489,2.97273,-3.92014,-0.802797
2009-07-04T15:26:41.405Z,5.11377,3.07713,-4.00142,-0.818842
2009-07-04T15:26:44.372Z,5.20458,3.19957,-4.03301,-0.764981
2009-07-04T15:26:47.340Z,5.25631,3.31197,-4.00194,-0.802613
2009-07-04T15:26:50.308Z,5.45094,3.40258,-4.12827,-1.04529
2009-07-04T15:26:53.276Z,5.63688,3.40972,-4.30181,-1.28166
2009-07-04T15:26:56.244Z,5.72342,3.60267,-4.21334,-1.42339
2009-07-04T15:26:59.212Z,5.83436,4.09762,-4.01013,-1.08080
2009-07-04T15:27:02.180Z,5.96591,4.56905,-3.68145,-1.07836
2009-07-04T15:27:05.148Z,5.99733,4.89972,-3.31057,-1.00046
2009-07-04T15:27:08.115Z,5.86856,5.19766,-2.62266,-0.738934
2009-07-04T15:27:11.083Z,5.86116,5.28070,-2.43478,-0.734354
2009-07-04T15:27:14.051Z,5.69591,4.93543,-2.63379,-1.07149
2009-07-04T15:27:17.019Z,5.90981,5.03737,-2.74340,-1.42286
2009-07-04T15:27:19.987Z,5.83860,4.92974,-2.53807,-1.82898
2009-07-04T15:27:22.955Z,5.70519,4.36489,-3.42339,-1.33317
2009-07-04T15:27:25.923Z,5.65113,4.30157,-3.60258,-0.673155
2009-07-04T15:27:28.890Z,5.52280,4.42413,-3.26052,-0.545412
2009-07-04T15:27:31.858Z,5.70170,4.92997,-2.79008,-0.648247
2009-07-04T15:27:34.826Z,5.63052,4.97995,-2.50599,-0.789206
2009-07-04T15:27:37.794Z,5.45078,4.72786,-2.59579,-0.787520
2009-07-04T15:27:40.762Z,5.41112,4.62044,-2.65486,-0.939925
2009-07-04T15:27:43.730Z,5.15956,4.68988,-1.92314,-0.963139
2009-07-04T15:27:46.698Z,4.90346,4.43097,-1.63079,-1.32323
2009-07-04T15:27:49.666Z,4.92148,3.94945,-2.56585,-1.42801
2009-07-04T15:27:52.633Z,5.06004,3.97404,-2.95909,-1.02699
2009-07-04T15:27:55.601Z,5.34342,4.25819,-3.10500,-0.882603
2009-07-04T15:27:58.569Z,5.28406,4.14156,-3.09499,-1.09078
2009-07-04T15:28:01.537Z,5.32593,4.19166,-3.11444,-1.04683
2009-07-04T15:28:04.505Z,5.59369,4.22083,-3.51594,-1.05459
2009-07-04T15:28:07.473Z,5.61551,4.21404,-3.47632,-1.30039
2009-07-04T15:28:10.441Z,5.54448,4.30181,-3.15405,-1.51251
2009-07-04T15:28:13.409Z,5.43648,4.56085,-2.68300,-1.24719
2009-07-04T15:28:16.376Z,5.40471,4.53044,-2.71283,-1.15177
2009-07-04T15:28:19.344Z,5.58095,4.63488,-2.85850,-1.22224
2009-07-04T15:28:22.312Z,5.81542,4.87585,-3.04997,-0.861896
2009-07-04T15:28:25.280Z,5.87691,4.93573,-3.13664,-0.581469
2009-07-04T15:28:28.248Z,5.83782,4.85013,-3.15923,-0.758747
2009-07-04T15:28:31.216Z,5.86771,4.71189,-3.33976,-1.03644
2009-07-04T15:28:34.184Z,5.95660,4.42121,-3.71537,-1.45945
2009-07-04T15:28:37.152Z,6.45492,4.29136,-4.48174,-1.77882
2009-07-04T15:28:40.119Z,6.59249,4.62371,-4.38588,-1.68709
2009-07-04T15:28:43.087Z,6.31776,5.27089,-3.32329,-1.04285
2009-07-04T15:28:46.055Z,6.16872,5.33785,-3.05440,-0.480696
2009-07-04T15:28:49.023Z,6.53473,5.48296,-3.55296,-0.128072
2009-07-04T15:28:51.991Z,6.53663,5.02172,-4.10063,-0.833498
2009-07-04T15:28:54.959Z,6.52092,4.56670,-4.56812,-0.894404
2009-07-04T15:28:57.927Z,6.30984,4.14691,-4.49854,-1.54285
2009-07-04T15:29:00.895Z,6.38404,4.91525,-3.73440,-1.62805
2009-07-04T15:29:03.862Z,6.21410,5.03736,-3.14127,-1.83641
2009-07-04T15:29:06.830Z,6.17916,5.44054,-2.58409,-1.38024
2009-07-04T15:29:09.798Z,6.08873,5.56880,-2.29271,-0.896991
2009-07-04T15:29:12.766Z,6.15300,5.63689,-2.46668,0.0193793
2009-07-04T15:29:15.734Z,6.56750,5.74108,-3.18270,0.205842
2009-07-04T15:29:18.702Z,6.84968,5.04590,-4.58562,-0.655125
2009-07-04T15:29:21.670Z,6.78155,4.64627,-4.82565,-1.05579
2009-07-04T15:29:24.638Z,6.40870,4.67320,-4.22032,-1.19231
2009-07-04T15:29:27.605Z,5.96143,4.99213,-2.89055,-1.50399
2009-07-04T15:29:30.573Z,5.63025,5.18395,-1.72717,-1.35766
2009-07-04T15:29:33.541Z,5.99584,5.62849,-1.94681,-0.692849
2009-07-04T15:29:36.509Z,6.27461,5.52874,-2.94796,-0.336609
2009-07-04T15:29:39.477Z,6.53700,5.36236,-3.71894,-0.383277
2009-07-04T15:29:42.445Z,6.64047,5.43966,-3.80525,-0.161201
2009-07-04T15:29:45.413Z,6.37112,5.27665,-3.54825,-0.397453
2009-07-04T15:29:48.381Z,6.26730,5.20983,-3.44232,-0.535919
2009-07-04T15:29:51.348Z,6.15697,5.15348,-3.31681,-0.590477
2009-07-04T15:29:54.316Z,6.22887,5.28321,-3.21236,-0.753120
2009-07-04T15:29:57.284Z,6.04803,5.28233,-2.86679,-0.676192
2009-07-04T15:30:00.252Z,5.74636,5.15523,-2.47637,-0.558362
2009-07-04T15:30:03.220Z,5.88066,5.37874,-2.37273,0.146582
2009-07-04T15:30:06.188Z,6.07439,5.50308,-2.55443,0.298638
2009-07-04T15:30:09.156Z,6.29146,5.63450,-2.78040,0.322919
2009-07-04T15:30:12.123Z,6.45273,5.68496,-3.04384,0.232217
2009-07-04T15:30:15.091Z,6.52194,5.58686,-3.36480,-0.0281048
2009-07-04T15:30:18.059Z,6.42681,5.40171,-3.47509,-0.221632
2009-07-04T15:30:21.027Z,6.46227,5.04706,-3.91386,-0.984813
2009-07-04T15:30:23.995Z,6.68901,4.83965,-4.20846,-1.89989
2009-07-04T15:30:26.963Z,6.28981,4.52167,-3.92404,-1.92823
2009-07-04T15:30:29.931Z,6.12409,4.24000,-4.03764,-1.79563
2009-07-04T15:30:32.899Z,6.20518,4.37800,-4.09402,-1.60513
2009-07-04T15:30:35.866Z,6.12274,4.29224,-4.13754,-1.39477
2009-07-04T15:30:38.834Z,6.13815,4.38392,-4.02034,-1.51492
2009-07-04T15:30:41.802Z,6.12035,4.38235,-3.99380,-1.51766
2009-07-04T15:30:44.770Z,6.07585,4.33548,-3.98822,-1.48785
2009-07-04T15:30:47.738Z,6.07423,4.53014,-3.78368,-1.43453
2009-07-04T15:30:50.706Z,6.01398,4.58194,-3.57652,-1.54347
2009-07-04T15:30:53.674Z,5.97992,4.58155,-3.50018,-1.58670
2009-07-04T15:30:56.642Z,6.05890,4.64837,-3.60616,-1.44862
2009-07-04T15:30:59.609Z,6.19401,4.86888,-3.59614,-1.31434
2009-07-04T15:31:02.577Z,6.29937,4.78732,-3.96044,-1.03849
2009-07-04T15:31:05.545Z,6.25364,4.86441,-3.78178,-1.06943
2009-07-04T15:31:08.513Z,6.10959,4.71625,-3.74795,-1.01829
2009-07-04T15:31:11.481Z,6.18690,4.68913,-3.92071,-0.958013
2009-07-04T15:31:14.449Z,6.01239,4.62058,-3.69838,-1.05877
2009-07-04T15:31:17.417Z,6.13501,4.81353,-3.60941,-1.20017
2009-07-04T15:31:20.385Z,6.12688,4.77490,-3.59820,-1.33863
2009-07-04T15:31:23.352Z,6.26479,5.01578,-3.55072,-1.21729
2009-07-04T15:31:26.320Z,6.45417,5.13049,-3.80144,-0.939922
2009-07-04T15:31:29.288Z,6.67009,5.24949,-4.05535,-0.697942
2009-07-04T15:31:32.256Z,6.77144,5.11999,-4.37824,-0.684975
2009-07-04T15:31:35.224Z,6.77304,5.17674,-4.30136,-0.757458
2009-07-04T15:31:38.192Z,6.59671,5.17946,-4.04633,-0.563077
2009-07-04T15:31:41.160Z,6.47361,5.15050,-3.91011,-0.301641
2009-07-04T15:31:44.128Z,6.30577,5.03453,-3.74792,-0.607654
2009-07-04T15:31:47.095Z,6.28306,5.04274,-3.67790,-0.721554
2009-07-04T15:31:50.063Z,6.22999,5.11505,-3.45860,-0.828912
2009-07-04T15:31:53.031Z,6.37614,5.28680,-3.46895,-0.819304
2009-07-04T15:31:55.999Z,6.47958,5.35649,-3.57718,-0.704884
2009-07-04T15:31:58.967Z,6.66706,5.40300,-3.84935,-0.663079
2009-07-04T15:32:01.935Z,6.74150,5.36671,-4.01720,-0.712983
2009-07-04T15:32:04.903Z,6.63093,5.29738,-3.92096,-0.730134
2009-07-04T15:32:07.871Z,6.32713,5.02335,-3.74301,-0.887926
2009-07-04T15:32:10.838Z,6.11364,4.99922,-3.43299,-0.773901
2009-07-04T15:32:13.806Z,5.97784,4.95501,-3.27563,-0.672840
2009-07-04T15:32:16.774Z,6.17308,5.16422,-3.34710,-0.484473
2009-07-04T15:32:19.742Z,6.39129,5.41502,-3.39316,-0.112485
2009-07-04T15:32:22.710Z,6.54953,5.50146,-3.54072,-0.306017
2009-07-04T15:32:25.678Z,6.42124,5.39254,-3.46969,-0.337753
2009-07-04T15:32:28.646Z,5.99365,5.02629,-3.24301,-0.378398
2009-07-04T15:32:31.613Z,6.00474,4.99329,-3.27467,-0.632891
2009-07-04T15:32:34.581Z,6.04485,5.00250,-3.34390,-0.577552
2009-07-04T15:32:37.549Z,6.06867,5.01396,-3.35222,-0.671995
2009-07-04T15:32:40.517Z,6.13692,5.11425,-3.35273,-0.515234
2009-07-04T15:32:43.485Z,6.15766,5.18268,-3.27080,-0.598680
2009-07-04T15:32:46.453Z,6.13833,5.15609,-3.26657,-0.650636
2009-07-04T15:32:49.421Z,6.31729,5.29437,-3.38264,-0.659866
2009-07-04T15:32:52.389Z,6.43199,5.39756,-3.44948,-0.581282
2009-07-04T15:32:55.356Z,6.40859,5.38431,-3.42797,-0.572876
2009-07-04T15:32:58.324Z,6.27472,5.29291,-3.31730,-0.593889
2009-07-04T15:33:01.292Z,6.12802,5.25130,-3.11120,-0.544927
2009-07-04T15:33:04.260Z,5.99013,5.16441,-2.99034,-0.518048
2009-07-04T15:33:07.228Z,5.88390,5.04693,-2.97726,-0.533601
2009-07-04T15:33:10.196Z,5.92736,5.08677,-3.00295,-0.490452
2009-07-04T15:33:13.164Z,6.10819,5.29502,-2.99937,-0.525846
2009-07-04T15:33:16.132Z,6.12004,5.30254,-3.01669,-0.487366
2009-07-04T15:33:19.099Z,6.13353,5.29492,-3.03808,-0.595020
2009-07-04T15:33:22.067Z,6.04230,5.21237,-2.98454,-0.658100
2009-07-04T15:33:25.035Z,6.03203,5.23262,-2.92152,-0.685403
2009-07-04T15:33:28.003Z,6.07013,5.35147,-2.80720,-0.572624
2009-07-04T15:33:30.971Z,6.20225,5.49698,-2.82552,-0.517280
2009-07-04T15:33:33.939Z,6.29158,5.57452,-2.85156,-0.614169
2009-07-04T15:33:36.907Z,6.34014,5.61723,-2.87934,-0.594602
2009-07-04T15:33:39.875Z,6.37313,5.59689,-2.98103,-0.636492
2009-07-04T15:33:42.842Z,6.41365,5.61874,-3.00869,-0.715911
2009-07-04T15:33:45.810Z,6.36676,5.60058,-2.92097,-0.798244
2009-07-04T15:33:48.778Z,6.30687,5.55535,-2.90327,-0.696922
2009-07-04T15:33:51.746Z,6.32892,5.73351,-2.59897,-0.653789
2009-07-04T15:33:54.714Z,6.02251,5.63613,-1.87516,-0.994207
2009-07-04T15:33:57.682Z,5.43406,5.07345,-1.67244,-0.996015
2009-07-04T15:34:00.650Z,5.09751,4.68768,-1.87634,-0.699705
2009-07-04T15:34:03.618Z,5.14737,4.66034,-2.06250,-0.723007
2009-07-04T15:34:06.585Z,5.11658,4.61215,-1.96944,-1.01430
2009-07-04T15:34:09.553Z,5.33245,4.77337,-2.21399,-0.864967
2009-07-04T15:34:12.521Z,5.43863,4.85297,-2.30416,-0.847517
2009-07-04T15:34:15.489Z,5.57739,4.97179,-2.35692,-0.912942
2009-07-04T15:34:18.457Z,5.60819,5.15864,-2.02010,-0.871453
2009-07-04T15:34:21.425Z,5.67565,5.14086,-2.28783,-0.741900
2009-07-04T15:34:24.393Z,5.54888,5.04969,-2.27603,-0.332231
2009-07-04T15:34:27.361Z,5.91858,5.56634,-1.96501,-0.429167
2009-07-04T15:34:30.328Z,5.89003,5.45957,-2.15058,-0.510462
2009-07-04T15:34:33.296Z,5.94899,5.46032,-2.07905,-1.11934
2009-07-04T15:34:36.264Z,5.33009,4.82073,-1.86552,-1.30008
2009-07-04T15:34:39.232Z,5.08442,4.56974,-1.38578,-1.74596
2009-07-04T15:34:42.200Z,5.00803,4.41656,-0.785489,-2.22653
2009-07-04T15:34:45.168Z,5.24969,4.47318,-0.208051,-2.73983
2009-07-04T15:34:48.136Z,5.16706,4.31078,-0.0131885,-2.84878
2009-07-04T15:34:51.103Z,4.96541,4.27439,-0.610907,-2.45186
2009-07-04T15:34:54.071Z,5.14554,4.45605,-1.50456,-2.08722
2009-07-04T15:34:57.039Z,5.28832,4.67082,-1.77006,-1.73686
2009-07-04T15:35:00.007Z,5.88970,5.31489,-2.18848,-1.28496
2009-07-04T15:35:02.975Z,6.06782,5.41479,-1.95238,-1.92007
2009-07-04T15:35:05.943Z,5.79974,5.11635,-1.85943,-2.00061
2009-07-04T15:35:08.911Z,5.76952,4.99864,-2.13864,-1.93059
2009-07-04T15:35:11.879Z,5.75735,4.92894,-2.30921,-1.87620
2009-07-04T15:35:14.846Z,5.65763,5.08488,-2.01326,-1.44899
2009-07-04T15:35:17.814Z,5.59514,5.25446,-1.53602,-1.15627
2009-07-04T15:35:20.782Z,5.53626,5.33905,-1.14368,-0.914731
2009-07-04T15:35:23.750Z,5.73996,5.59910,-1.04491,-0.710894
2009-07-04T15:35:26.718Z,5.85047,5.73789,-0.640263,-0.945878
2009-07-04T15:35:29.686Z,5.94621,5.58574,-1.34734,-1.53022
2009-07-04T15:35:32.654Z,5.98307,5.28914,-2.07295,-1.87748
2009-07-04T15:35:35.622Z,5.91424,4.99006,-2.75449,-1.57807
2009-07-04T15:35:38.589Z,5.60152,4.87827,-2.56286,-1.00562
2009-07-04T15:35:41.557Z,5.37498,4.78367,-2.27095,-0.921792
2009-07-04T15:35:44.525Z,5.43134,5.18645,-1.24806,-1.02107
2009-07-04T15:35:47.493Z,5.07829,4.96388,-0.452047,-0.971905
2009-07-04T15:35:50.461Z,5.05982,4.85678,-0.968539,-1.03702
2009-07-04T15:35:53.429Z,5.25728,4.96490,-1.33279,-1.10113
2009-07-04T15:35:56.397Z,5.19272,4.85883,-1.54298,-0.987583
2009-07-04T15:35:59.365Z,5.18268,4.79139,-1.65230,-1.08289
2009-07-04T15:36:02.332Z,5.11606,4.71314,-1.60163,-1.18116
2009-07-04T15:36:05.300Z,5.18490,4.82933,-1.35981,-1.30833
2009-07-04T15:36:08.268Z,5.51687,5.19798,-1.38395,-1.22536
2009-07-04T15:36:11.236Z,6.04357,5.47104,-2.27611,-1.18821
2009-07-04T15:36:14.204Z,6.45329,5.74016,-2.61891,-1.35527
2009-07-04T15:36:17.172Z,6.49274,5.91163,-2.23486,-1.48787
2009-07-04T15:36:20.140Z,6.17157,5.64457,-1.90775,-1.60862
2009-07-04T15:36:23.108Z,5.80030,5.33889,-1.68157,-1.52053
2009-07-04T15:36:26.075Z,5.52338,5.11398,-1.49565,-1.45533
2009-07-04T15:36:29.043Z,5.48938,5.08774,-1.50364,-1.40969
2009-07-04T15:36:32.011Z,5.65779,5.22876,-1.59617,-1.45702
2009-07-04T15:36:34.979Z,5.90782,5.44395,-1.61055,-1.63458
2009-07-04T15:36:37.947Z,6.34828,5.82205,-1.92180,-1.64654
2009-07-04T15:36:40.915Z,6.50011,5.91362,-2.12197,-1.66665
2009-07-04T15:36:43.883Z,6.34120,5.73175,-2.14301,-1.66294
2009-07-04T15:36:46.851Z,6.03993,5.49880,-1.83767,-1.69320
2009-07-04T15:36:49.818Z,5.73079,5.25778,-1.62830,-1.59574
2009-07-04T15:36:52.786Z,5.52536,5.03059,-1.67047,-1.55958
2009-07-04T15:36:55.754Z,5.52568,5.00308,-1.76701,-1.54273
2009-07-04T15:36:58.722Z,5.38416,4.85184,-1.74444,-1.55104
2009-07-04T15:37:01.690Z,5.26678,4.74509,-1.76319,-1.45403
2009-07-04T15:37:04.658Z,5.27974,4.86142,-1.65964,-1.21977
2009-07-04T15:37:07.626Z,5.23303,4.81467,-1.67974,-1.17561
2009-07-04T15:37:10.593Z,5.41586,4.96608,-1.79172,-1.20804
2009-07-04T15:37:13.561Z,5.40552,5.00289,-1.72601,-1.10074
2009-07-04T15:37:16.529Z,5.38693,4.99976,-1.67296,-1.10568
2009-07-04T15:37:19.497Z,5.32734,4.91165,-1.70472,-1.16197
2009-07-04T15:37:22.465Z,5.31911,4.90270,-1.68621,-1.18879
2009-07-04T15:37:25.433Z,5.29222,4.89671,-1.63117,-1.17013
2009-07-04T15:37:28.401Z,5.29394,4.88801,-1.66365,-1.16851
2009-07-04T15:37:31.369Z,5.32121,4.91891,-1.67100,-1.15215
