UT__yyyy-mm-ddThh:mm:ss.sssZ,FGS-D_B_TOTAL__nT_(All_Qs),BX_FGS-D_(@_1_)_nT_GSM_(All_Qs),BY_FGS-D_(@_2_)_nT_GSM_(All_Qs),BZ_FGS-D_(@_3_)_nT_GSM_(All_Qs)
2009-07-04T23:01:33.973Z,27.7860,15.7449,-17.8782,14.3015
2009-07-04T23:01:36.941Z,28.1694,17.1063,-16.8131,14.7720
2009-07-04T23:01:39.909Z,28.2272,16.4482,-19.1802,12.5837
2009-07-04T23:01:42.876Z,26.7368,17.2235,-16.6755,11.8379
2009-07-04T23:01:45.844Z,23.6402,15.9246,-14.9383,9.06174
2009-07-04T23:01:48.812Z,29.6270,19.0528,-17.6336,14.2760
2009-07-04T23:01:51.780Z,31.2805,20.8759,-18.7501,13.8239
2009-07-04T23:01:54.748Z,28.7750,18.1091,-16.3915,15.2112
2009-07-04T23:01:57.716Z,29.7066,19.6814,-17.9356,13.1696
2009-07-04T23:02:00.684Z,31.0900,17.3937,-20.4846,15.6341
2009-07-04T23:02:03.652Z,30.7544,18.2336,-21.2577,12.7075
2009-07-04T23:02:06.619Z,27.9513,16.5572,-18.2894,13.1389
2009-07-04T23:02:09.587Z,24.2641,15.7058,-15.5925,9.94739
2009-07-04T23:02:12.555Z,21.6786,11.0699,-16.2873,9.06333
2009-07-04T23:02:15.523Z,25.9969,15.4308,-18.8614,9.05424
2009-07-04T23:02:18.491Z,27.7887,14.2615,-20.1236,12.8007
2009-07-04T23:02:21.459Z,24.4815,15.1981,-16.1465,10.3757
2009-07-04T23:02:24.427Z,17.4426,10.0499,-9.52214,10.6099
2009-07-04T23:02:27.395Z,13.8048,9.09513,-7.57109,7.10846
2009-07-04T23:02:30.362Z,18.3260,10.8589,-11.2689,9.53626
2009-07-04T23:02:33.330Z,24.4674,17.1178,-16.2108,6.54562
2009-07-04T23:02:36.298Z,25.9809,16.5611,-17.8772,9.00792
2009-07-04T23:02:39.266Z,24.8869,18.0905,-14.9434,8.29363
2009-07-04T23:02:42.234Z,13.4210,7.63364,-10.9073,1.69730
2009-07-04T23:02:45.202Z,22.0419,11.8811,-16.3472,8.80069
2009-07-04T23:02:48.170Z,23.5522,15.2897,-15.4176,9.12278
2009-07-04T23:02:51.138Z,16.3002,11.2545,-10.8788,4.54802
2009-07-04T23:02:54.105Z,19.1896,10.2305,-14.6810,6.93140
2009-07-04T23:02:57.073Z,27.2377,16.4652,-20.4156,7.34795
2009-07-04T23:03:00.041Z,27.8737,18.2312,-19.2962,8.49859
2009-07-04T23:03:03.009Z,26.8436,15.9998,-19.0731,10.0399
2009-07-04T23:03:05.977Z,27.6283,19.0511,-18.5151,7.58739
2009-07-04T23:03:08.945Z,28.0168,17.1836,-19.9940,9.48158
2009-07-04T23:03:11.913Z,27.4770,17.8021,-18.7407,9.31985
2009-07-04T23:03:14.881Z,28.1399,18.6528,-20.1473,6.16545
2009-07-04T23:03:17.848Z,28.1410,19.4778,-18.9139,7.40216
2009-07-04T23:03:20.816Z,21.7818,15.7339,-13.3035,7.06434
2009-07-04T23:03:23.784Z,20.4041,12.3411,-15.6458,4.38542
2009-07-04T23:03:26.752Z,26.7750,17.1531,-19.1508,7.47770
2009-07-04T23:03:29.720Z,25.6977,15.8322,-17.1437,10.7614
2009-07-04T23:03:32.688Z,17.2021,12.1513,-11.1668,4.85400
2009-07-04T23:03:35.656Z,15.6793,8.62777,-12.7712,2.88098
2009-07-04T23:03:38.624Z,26.6332,16.1684,-18.8283,9.66473
2009-07-04T23:03:41.591Z,28.9327,18.8411,-17.9251,12.6808
2009-07-04T23:03:44.559Z,26.5830,16.7042,-17.4490,11.0976
2009-07-04T23:03:47.527Z,24.2551,16.1735,-17.1190,5.80210
2009-07-04T23:03:50.495Z,16.7477,12.0461,-10.8351,4.23988
2009-07-04T23:03:53.463Z,19.3887,11.4918,-15.0185,4.27826
2009-07-04T23:03:56.431Z,19.5391,12.4073,-14.1490,5.25722
2009-07-04T23:03:59.399Z,18.5825,12.2442,-12.9250,5.32294
2009-07-04T23:04:02.367Z,15.5013,9.24117,-11.4118,4.96592
2009-07-04T23:04:05.334Z,21.0365,13.5140,-14.7429,6.52329
2009-07-04T23:04:08.302Z,23.8432,15.3441,-16.9236,6.82982
2009-07-04T23:04:11.270Z,24.6426,16.9056,-16.4003,7.24503
2009-07-04T23:04:14.238Z,25.6505,16.5115,-18.7888,5.68319
2009-07-04T23:04:17.206Z,15.4949,12.3450,-9.12731,2.09419
2009-07-04T23:04:20.174Z,18.7006,11.5526,-14.0930,4.19973
2009-07-04T23:04:23.142Z,25.7631,16.2775,-18.5423,7.41380
2009-07-04T23:04:26.110Z,28.1286,16.3356,-19.8907,11.3458
2009-07-04T23:04:29.077Z,28.4585,20.2821,-17.7419,9.15154
2009-07-04T23:04:32.045Z,27.2364,18.0953,-17.1838,10.9134
2009-07-04T23:04:35.013Z,24.3738,15.6134,-16.8907,8.06294
2009-07-04T23:04:37.981Z,22.7916,13.1296,-14.5815,11.5952
2009-07-04T23:04:40.949Z,19.9551,11.4406,-12.3711,10.6900
2009-07-04T23:04:43.917Z,15.7062,8.97032,-9.30931,8.91926
2009-07-04T23:04:46.885Z,12.2604,6.01069,-7.91088,7.18386
2009-07-04T23:04:49.853Z,13.6514,5.93746,-9.55219,7.73711
2009-07-04T23:04:52.820Z,17.9098,8.26657,-11.4631,11.0011
2009-07-04T23:04:55.788Z,23.8988,13.0757,-17.3235,10.0038
2009-07-04T23:04:58.756Z,19.9109,12.3949,-12.2682,9.60739
2009-07-04T23:05:01.724Z,18.8285,10.0086,-13.4271,8.60546
2009-07-04T23:05:04.692Z,19.2257,11.1381,-12.6256,9.28245
2009-07-04T23:05:07.660Z,17.1334,10.2649,-11.8918,6.83893
2009-07-04T23:05:10.628Z,17.9197,10.4195,-12.3364,7.76928
2009-07-04T23:05:13.596Z,22.5174,13.1463,-14.7176,10.8443
2009-07-04T23:05:16.563Z,21.2218,15.1546,-11.5429,9.35209
2009-07-04T23:05:19.531Z,18.9723,13.0621,-12.3149,6.13780
2009-07-04T23:05:22.499Z,24.1354,12.6148,-16.6851,12.0412
2009-07-04T23:05:25.467Z,27.3311,16.7789,-17.3532,12.8188
2009-07-04T23:05:28.435Z,27.7671,15.3923,-19.2487,12.7897
2009-07-04T23:05:31.403Z,27.9009,16.0662,-19.2491,12.2395
2009-07-04T23:05:34.371Z,29.0374,17.5575,-20.1773,11.3039
2009-07-04T23:05:37.339Z,24.5423,14.3785,-16.0814,11.7035
2009-07-04T23:05:40.306Z,13.5072,9.06592,-8.41249,5.42985
2009-07-04T23:05:43.274Z,19.4572,11.4823,-13.2298,8.46817
2009-07-04T23:05:46.242Z,26.5055,15.4563,-18.2972,11.3516
2009-07-04T23:05:49.210Z,26.0819,17.9519,-15.2998,11.1316
2009-07-04T23:05:52.178Z,26.8215,15.9096,-16.9172,13.4196
2009-07-04T23:05:55.146Z,25.8874,16.2040,-16.4664,11.6810
2009-07-04T23:05:58.114Z,28.2115,18.6507,-16.8323,12.8341
2009-07-04T23:06:01.082Z,27.7575,17.0610,-16.9609,13.8466
2009-07-04T23:06:04.049Z,26.4994,17.5383,-16.5199,11.0328
2009-07-04T23:06:07.017Z,17.7745,11.9454,-10.0932,8.44792
2009-07-04T23:06:09.985Z,14.3833,7.97318,-9.54662,7.22281
2009-07-04T23:06:12.953Z,18.8606,11.5617,-11.9081,8.95817
2009-07-04T23:06:15.921Z,14.0172,10.0542,-8.87133,4.08598
2009-07-04T23:06:18.889Z,13.6670,8.68999,-9.66691,4.22168
2009-07-04T23:06:21.857Z,22.4952,12.6447,-15.2114,10.7127
2009-07-04T23:06:24.825Z,26.8102,16.8215,-16.8387,12.3404
2009-07-04T23:06:27.792Z,21.5123,15.1556,-12.3821,8.93134
2009-07-04T23:06:30.760Z,19.8169,11.9139,-12.0556,10.2680
2009-07-04T23:06:33.728Z,27.0712,18.6886,-15.9963,11.3005
2009-07-04T23:06:36.696Z,26.7744,18.3928,-17.2610,8.97956
2009-07-04T23:06:39.664Z,23.8488,17.1043,-12.5605,10.8832
2009-07-04T23:06:42.632Z,14.0604,9.83085,-8.75274,4.94368
2009-07-04T23:06:45.600Z,23.3794,15.0227,-15.5446,8.90375
2009-07-04T23:06:48.568Z,28.5664,17.5848,-18.6357,12.6303
2009-07-04T23:06:51.535Z,29.7054,19.0053,-17.9648,14.0882
2009-07-04T23:06:54.503Z,28.5322,17.0228,-17.8076,14.3943
2009-07-04T23:06:57.471Z,29.2857,19.5285,-19.1783,10.4155
2009-07-04T23:07:00.439Z,29.1975,19.6851,-18.0161,11.8495
2009-07-04T23:07:03.407Z,26.9536,18.8169,-16.0805,10.6695
2009-07-04T23:07:06.375Z,13.4825,11.2327,-6.45095,3.74029
2009-07-04T23:07:09.343Z,21.1454,12.6824,-14.8260,8.15299
2009-07-04T23:07:12.311Z,28.8797,17.6325,-19.7186,11.5890
2009-07-04T23:07:15.278Z,28.7324,17.9407,-20.2384,9.70003
2009-07-04T23:07:18.246Z,24.7464,14.3079,-18.0620,9.02394
2009-07-04T23:07:21.214Z,16.0101,8.51957,-12.5102,5.21872
2009-07-04T23:07:24.182Z,15.2903,10.4114,-8.78234,6.94734
2009-07-04T23:07:27.150Z,21.4442,11.6129,-15.5365,9.14374
2009-07-04T23:07:30.118Z,27.1465,17.4549,-18.1353,10.1670
2009-07-04T23:07:33.086Z,26.0168,16.0346,-17.8376,10.0790
2009-07-04T23:07:36.054Z,28.5992,17.0170,-20.4117,10.5685
2009-07-04T23:07:39.021Z,28.4598,18.1186,-18.8528,11.2360
2009-07-04T23:07:41.989Z,27.4455,15.4442,-18.4795,13.1619
2009-07-04T23:07:44.957Z,27.9303,17.2532,-17.7510,12.9358
2009-07-04T23:07:47.925Z,28.3834,17.4554,-17.7089,13.6865
2009-07-04T23:07:50.893Z,29.7083,20.4047,-18.5213,11.0992
2009-07-04T23:07:53.861Z,21.7266,15.1881,-12.9844,8.53079
2009-07-04T23:07:56.829Z,22.3959,13.6998,-16.5014,6.44950
2009-07-04T23:07:59.797Z,24.9532,15.7301,-16.3820,10.3372
2009-07-04T23:08:02.764Z,23.8588,14.1376,-16.5734,9.73111
2009-07-04T23:08:05.732Z,20.4113,12.5746,-14.0767,7.76856
2009-07-04T23:08:08.700Z,17.5684,10.2821,-11.2890,8.68827
2009-07-04T23:08:11.668Z,20.1636,12.6799,-13.6751,7.66689
2009-07-04T23:08:14.636Z,16.8159,10.8282,-10.3245,7.67649
2009-07-04T23:08:17.604Z,13.2636,7.72183,-8.76827,6.27808
2009-07-04T23:08:20.572Z,13.4168,7.65231,-8.88681,6.51746
2009-07-04T23:08:23.539Z,20.3491,13.2175,-13.4714,7.60956
2009-07-04T23:08:26.507Z,17.7280,13.2529,-10.2870,5.72871
2009-07-04T23:08:29.475Z,11.2022,6.65642,-8.62987,2.58975
2009-07-04T23:08:32.443Z,15.2974,8.82464,-11.1603,5.62011
2009-07-04T23:08:35.411Z,23.4197,14.5874,-16.3847,8.19959
2009-07-04T23:08:38.379Z,23.9559,14.3839,-16.6302,9.50933
2009-07-04T23:08:41.347Z,20.7323,12.5483,-14.0658,8.63276
2009-07-04T23:08:44.315Z,16.4339,10.7992,-9.58508,7.84715
2009-07-04T23:08:47.282Z,15.3872,9.33072,-10.2082,6.74493
2009-07-04T23:08:50.250Z,21.7160,12.3374,-15.9043,8.15012
2009-07-04T23:08:53.218Z,22.7483,14.3463,-16.7160,5.67865
2009-07-04T23:08:56.186Z,22.7980,14.5500,-16.4276,6.17884
2009-07-04T23:08:59.154Z,18.2059,11.5622,-12.8986,5.60335
2009-07-04T23:09:02.122Z,16.4816,9.94706,-11.9382,5.49361
2009-07-04T23:09:05.090Z,24.7992,14.0778,-17.1759,11.0365
2009-07-04T23:09:08.058Z,26.6535,15.8508,-18.5552,10.7176
2009-07-04T23:09:11.025Z,26.4740,16.5460,-17.9921,10.1678
2009-07-04T23:09:13.993Z,20.7395,15.0624,-12.0782,7.57418
2009-07-04T23:09:16.961Z,16.5293,10.6960,-11.1117,5.94509
2009-07-04T23:09:19.929Z,26.0183,15.5562,-17.8482,10.7889
2009-07-04T23:09:22.897Z,27.7208,15.8405,-18.3832,13.4008
2009-07-04T23:09:25.865Z,26.3067,15.7760,-19.4412,8.07481
2009-07-04T23:09:28.833Z,21.2383,13.9245,-14.5288,6.78892
2009-07-04T23:09:31.801Z,17.1467,11.4202,-11.6283,5.32625
2009-07-04T23:09:34.768Z,22.2065,13.8933,-15.2405,8.23608
2009-07-04T23:09:37.736Z,23.9727,14.3300,-17.0399,8.88726
2009-07-04T23:09:40.704Z,19.6550,12.8351,-13.6380,5.96513
2009-07-04T23:09:43.672Z,14.5267,9.91845,-9.73375,4.23141
2009-07-04T23:09:46.640Z,19.7908,13.1488,-11.7666,8.96279
2009-07-04T23:09:49.608Z,21.7748,14.1165,-13.4853,9.64434
2009-07-04T23:09:52.576Z,16.1529,9.58474,-10.6792,7.41645
2009-07-04T23:09:55.544Z,14.9354,7.99754,-12.3338,2.64243
2009-07-04T23:09:58.511Z,16.4540,8.25969,-12.2965,7.16285
2009-07-04T23:10:01.479Z,20.4392,12.5116,-13.8370,8.35230
2009-07-04T23:10:04.447Z,17.6787,11.5059,-11.0339,7.64223
2009-07-04T23:10:07.415Z,13.3673,9.23181,-7.20073,6.45045
2009-07-04T23:10:10.383Z,17.1188,9.61935,-11.8983,7.67801
2009-07-04T23:10:13.351Z,24.4904,13.4264,-17.1257,11.2348
2009-07-04T23:10:16.319Z,29.1784,17.9012,-19.2272,12.6981
2009-07-04T23:10:19.287Z,28.1837,17.4347,-18.1670,12.6614
2009-07-04T23:10:22.254Z,26.4814,15.1830,-16.6068,13.9627
2009-07-04T23:10:25.222Z,28.1633,13.6203,-18.5032,16.2877
2009-07-04T23:10:28.190Z,27.4480,16.0418,-17.6249,13.6167
2009-07-04T23:10:31.158Z,26.8740,14.1945,-17.5638,14.5686
2009-07-04T23:10:34.126Z,26.5121,13.5962,-17.0716,15.0531
2009-07-04T23:10:37.094Z,24.4960,14.0328,-15.1973,13.1216
2009-07-04T23:10:40.062Z,20.5407,9.12454,-13.0339,12.9916
2009-07-04T23:10:43.030Z,26.4638,16.5442,-12.7410,16.2571
2009-07-04T23:10:45.997Z,25.8446,16.1271,-16.1103,12.1784
2009-07-04T23:10:48.965Z,25.1414,13.1667,-16.1207,14.1015
2009-07-04T23:10:51.933Z,23.4278,14.3001,-15.5258,10.1645
2009-07-04T23:10:54.901Z,22.2187,12.3593,-15.0375,10.7142
2009-07-04T23:10:57.869Z,25.8931,16.0238,-16.3783,12.0600
2009-07-04T23:11:00.837Z,22.3430,14.6855,-12.7399,11.0111
2009-07-04T23:11:03.805Z,26.9484,17.6628,-17.6729,10.0951
2009-07-04T23:11:06.773Z,25.2399,16.5321,-15.4490,11.1836
2009-07-04T23:11:09.740Z,27.3501,17.5840,-17.4267,11.6251
2009-07-04T23:11:12.708Z,28.3157,16.6239,-18.9800,12.8524
2009-07-04T23:11:15.676Z,26.8198,15.3301,-18.2351,12.3194
2009-07-04T23:11:18.644Z,25.3593,15.1360,-17.8714,9.72644
2009-07-04T23:11:21.612Z,19.3269,10.4349,-13.1590,9.56467
2009-07-04T23:11:24.580Z,14.7880,9.57916,-9.64226,5.82666
2009-07-04T23:11:27.548Z,18.4162,10.4510,-12.5016,8.58165
2009-07-04T23:11:30.516Z,23.1173,15.8100,-14.0289,9.36198
2009-07-04T23:11:33.483Z,25.6659,16.3739,-16.2127,11.3040
2009-07-04T23:11:36.451Z,21.9618,13.4848,-14.4936,9.50873
2009-07-04T23:11:39.419Z,17.1550,9.78530,-12.4652,6.56972
2009-07-04T23:11:42.387Z,20.6019,12.5682,-14.2122,8.03075
2009-07-04T23:11:45.355Z,28.6321,19.3371,-16.7605,12.8437
2009-07-04T23:11:48.323Z,26.0473,15.1745,-18.1793,10.8494
2009-07-04T23:11:51.291Z,27.5044,17.4406,-18.2164,10.9763
2009-07-04T23:11:54.259Z,27.2510,17.0594,-16.2714,13.6687
2009-07-04T23:11:57.226Z,19.1826,15.4123,-9.44478,6.42103
2009-07-04T23:12:00.194Z,19.1852,11.0205,-14.4692,6.10445
2009-07-04T23:12:03.162Z,24.7114,15.9259,-15.8216,10.3292
2009-07-04T23:12:06.130Z,26.5796,15.9654,-17.7997,11.6082
2009-07-04T23:12:09.098Z,28.9334,17.8044,-18.7548,12.9770
2009-07-04T23:12:12.066Z,27.4629,17.0654,-16.7973,13.4474
2009-07-04T23:12:15.034Z,27.6120,18.0903,-17.8289,10.8303
2009-07-04T23:12:18.002Z,26.9996,16.4223,-16.7205,13.4056
2009-07-04T23:12:20.969Z,28.1990,18.0187,-18.1874,11.8208
2009-07-04T23:12:23.937Z,25.7301,15.6630,-16.3746,12.1893
2009-07-04T23:12:26.905Z,13.1152,9.07547,-8.85928,3.34037
2009-07-04T23:12:29.873Z,20.2125,11.6214,-14.8005,7.37787
2009-07-04T23:12:32.841Z,28.1700,16.3494,-18.9251,12.9647
2009-07-04T23:12:35.809Z,30.2581,19.2399,-18.7904,13.8673
2009-07-04T23:12:38.777Z,30.0527,19.6689,-17.5021,14.4906
2009-07-04T23:12:41.745Z,30.6052,21.4814,-17.6242,12.8302
2009-07-04T23:12:44.712Z,29.6756,19.5604,-17.4029,13.9705
2009-07-04T23:12:47.680Z,30.2432,18.7962,-19.8377,12.9547
2009-07-04T23:12:50.648Z,31.4147,20.3376,-19.6822,13.6337
2009-07-04T23:12:53.616Z,31.6483,19.8304,-19.4599,15.1553
2009-07-04T23:12:56.584Z,32.2064,20.0418,-20.4073,14.8027
2009-07-04T23:12:59.552Z,31.2534,19.4871,-19.0132,15.3468
2009-07-04T23:13:02.520Z,29.8441,18.6769,-18.2826,14.4081
2009-07-04T23:13:05.488Z,29.8716,18.3361,-18.4008,14.7482
2009-07-04T23:13:08.455Z,30.2504,17.6886,-18.2699,16.3833
2009-07-04T23:13:11.423Z,29.3980,16.3911,-18.3256,16.1167
2009-07-04T23:13:14.391Z,26.9330,14.9744,-17.9829,13.3331
2009-07-04T23:13:17.359Z,12.5342,9.60068,-7.34219,3.32057
2009-07-04T23:13:20.327Z,17.6190,11.1523,-11.9084,6.65182
2009-07-04T23:13:23.295Z,27.7109,17.6739,-18.0154,11.4442
2009-07-04T23:13:26.263Z,30.0511,18.5757,-19.7435,12.9692
2009-07-04T23:13:29.231Z,31.6435,19.9613,-19.9614,14.2968
2009-07-04T23:13:32.198Z,31.3199,19.8728,-20.5303,12.8263
2009-07-04T23:13:35.166Z,22.3951,14.7627,-14.6359,8.33046
2009-07-04T23:13:38.134Z,20.7398,12.6156,-14.1153,8.47027
2009-07-04T23:13:41.102Z,25.3599,14.9899,-15.6416,13.1821
2009-07-04T23:13:44.070Z,28.2830,17.2085,-18.4170,12.8300
2009-07-04T23:13:47.038Z,26.8186,17.1149,-16.3526,12.6060
2009-07-04T23:13:50.006Z,17.4100,10.2518,-12.4204,6.61370
2009-07-04T23:13:52.974Z,24.6533,14.9279,-16.1405,11.1546
2009-07-04T23:13:55.941Z,28.8965,16.3152,-17.7928,15.8820
2009-07-04T23:13:58.909Z,26.7290,15.5454,-16.5191,14.1385
2009-07-04T23:14:01.877Z,30.0592,17.4585,-18.5757,15.9279
2009-07-04T23:14:04.845Z,31.5778,18.8811,-19.2444,16.4413
2009-07-04T23:14:07.813Z,29.9557,17.2470,-18.3901,16.1768
2009-07-04T23:14:10.781Z,27.4493,15.0227,-16.8521,15.6137
2009-07-04T23:14:13.749Z,27.3747,15.6277,-15.5703,16.2085
2009-07-04T23:14:16.717Z,25.1345,16.3009,-11.9699,14.9247
2009-07-04T23:14:19.684Z,22.9012,11.4681,-15.8764,11.8696
2009-07-04T23:14:22.652Z,26.4214,15.8425,-15.3903,14.4998
2009-07-04T23:14:25.620Z,18.3422,10.8879,-12.1214,8.42380
2009-07-04T23:14:28.588Z,29.8863,16.1504,-19.6344,15.7113
2009-07-04T23:14:31.556Z,30.2940,17.8377,-18.0829,16.5092
2009-07-04T23:14:34.524Z,29.5462,17.4862,-17.0794,16.5982
2009-07-04T23:14:37.492Z,27.6631,17.2918,-15.2934,15.2431
2009-07-04T23:14:40.460Z,19.0976,13.9899,-9.80233,8.53895
2009-07-04T23:14:43.427Z,19.9921,10.3746,-13.4005,10.6057
2009-07-04T23:14:46.395Z,30.5225,18.1618,-18.7155,15.8587
2009-07-04T23:14:49.363Z,31.1877,18.2442,-19.2711,16.3844
2009-07-04T23:14:52.331Z,31.9543,20.0302,-19.1891,15.8633
2009-07-04T23:14:55.299Z,30.8189,20.5947,-18.0366,14.1541
2009-07-04T23:14:58.267Z,30.2240,19.5873,-17.3815,15.0901
2009-07-04T23:15:01.235Z,29.2630,19.8466,-16.2519,14.0823
2009-07-04T23:15:04.203Z,28.7247,17.7523,-17.6710,14.0606
2009-07-04T23:15:07.170Z,31.5332,19.0151,-18.1562,17.4103
2009-07-04T23:15:10.138Z,31.6459,19.4005,-18.9328,16.3288
2009-07-04T23:15:13.106Z,31.8665,19.7569,-18.0508,17.3005
2009-07-04T23:15:16.074Z,28.8948,17.9852,-17.3588,14.4953
2009-07-04T23:15:19.042Z,30.7921,19.7769,-19.3278,13.5449
2009-07-04T23:15:22.010Z,30.8864,20.6269,-17.8313,14.5102
2009-07-04T23:15:24.978Z,31.1703,21.0841,-17.4935,14.8670
2009-07-04T23:15:27.946Z,31.0947,19.1414,-18.4041,16.1794
2009-07-04T23:15:30.913Z,29.6220,18.2041,-17.9412,14.9729
2009-07-04T23:15:33.881Z,27.5507,16.4742,-16.7769,14.3589
2009-07-04T23:15:36.849Z,11.5267,7.57077,-8.27480,2.66019
2009-07-04T23:15:39.817Z,24.3973,13.4470,-16.3137,12.1765
2009-07-04T23:15:42.785Z,31.2883,18.2322,-19.7868,15.9695
2009-07-04T23:15:45.753Z,32.6737,20.0267,-19.9068,16.4385
2009-07-04T23:15:48.721Z,33.7448,19.7046,-22.0582,16.2444
2009-07-04T23:15:51.689Z,30.7924,18.9238,-19.4699,14.5254
2009-07-04T23:15:54.656Z,27.4002,14.5651,-18.3032,14.2697
2009-07-04T23:15:57.624Z,31.9568,16.7117,-20.0190,18.4714
2009-07-04T23:16:00.592Z,27.0504,15.0799,-16.8504,14.8454
2009-07-04T23:16:03.560Z,26.3665,13.3057,-17.9993,13.9346
2009-07-04T23:16:06.528Z,30.7387,17.2624,-18.9991,16.9088
2009-07-04T23:16:09.496Z,31.6671,17.1510,-18.9099,18.7367
2009-07-04T23:16:12.464Z,31.2931,18.6342,-19.3431,16.0583
2009-07-04T23:16:15.431Z,31.6996,18.8333,-20.2741,15.4638
2009-07-04T23:16:18.399Z,30.3296,18.1529,-19.0788,15.0451
2009-07-04T23:16:21.367Z,31.0384,19.4371,-18.5060,15.5919
2009-07-04T23:16:24.335Z,29.6989,17.7407,-18.2383,15.3184
2009-07-04T23:16:27.303Z,28.8608,16.9345,-18.6859,14.0359
2009-07-04T23:16:30.271Z,29.0739,16.6182,-19.1114,14.2787
2009-07-04T23:16:33.239Z,31.7703,20.2894,-19.7740,14.3764
2009-07-04T23:16:36.207Z,31.2430,18.1065,-20.0503,15.6928
2009-07-04T23:16:39.174Z,29.8975,17.1762,-19.1098,15.2857
2009-07-04T23:16:42.142Z,27.6243,15.2182,-17.7494,14.7129
2009-07-04T23:16:45.110Z,27.8382,15.8744,-17.3869,14.8548
2009-07-04T23:16:48.078Z,30.3367,18.7966,-18.7795,14.6401
2009-07-04T23:16:51.046Z,30.9640,19.0948,-18.0099,16.4257
2009-07-04T23:16:54.014Z,29.8879,17.2558,-18.5656,15.8381
2009-07-04T23:16:56.982Z,28.5460,16.5766,-18.0643,14.6210
2009-07-04T23:16:59.950Z,30.9873,19.3239,-19.2547,14.6989
2009-07-04T23:17:02.917Z,31.7647,18.7844,-19.7238,16.3437
2009-07-04T23:17:05.885Z,30.0055,19.2476,-17.8482,14.5362
2009-07-04T23:17:08.853Z,24.4866,15.1761,-15.0738,11.9189
2009-07-04T23:17:11.821Z,31.8068,21.2144,-17.8190,15.6238
2009-07-04T23:17:14.789Z,30.7936,19.2421,-18.8780,14.8866
2009-07-04T23:17:17.757Z,30.8215,18.9811,-17.7565,16.5648
2009-07-04T23:17:20.725Z,33.4364,20.3511,-19.6325,17.8435
2009-07-04T23:17:23.693Z,32.9524,18.6671,-19.7884,18.5963
2009-07-04T23:17:26.660Z,32.1120,18.8129,-18.6667,18.1329
2009-07-04T23:17:29.628Z,22.8887,14.7715,-11.6619,13.0268
2009-07-04T23:17:32.596Z,16.5838,11.6474,-8.16180,8.52914
2009-07-04T23:17:35.564Z,28.6061,16.7784,-16.2551,16.5095
2009-07-04T23:17:38.532Z,29.4635,18.2786,-18.2562,14.1669
2009-07-04T23:17:41.500Z,31.4178,19.7173,-18.8886,15.5411
2009-07-04T23:17:44.468Z,35.0553,21.9164,-22.4861,15.5860
2009-07-04T23:17:47.436Z,34.9739,20.1089,-21.2248,19.1915
2009-07-04T23:17:50.403Z,32.9454,19.1191,-18.8079,19.1342
2009-07-04T23:17:53.371Z,32.1058,18.3558,-19.3441,17.8788
2009-07-04T23:17:56.339Z,34.2164,18.8965,-19.0303,21.2493
2009-07-04T23:17:59.307Z,35.3976,18.1400,-19.8559,23.0146
2009-07-04T23:18:02.275Z,32.9444,18.7927,-18.9059,19.3581
2009-07-04T23:18:05.243Z,33.1168,19.4430,-20.1367,17.6977
2009-07-04T23:18:08.211Z,33.2671,19.2113,-19.7040,18.6916
2009-07-04T23:18:11.179Z,33.8596,18.2846,-19.7528,20.5419
2009-07-04T23:18:14.146Z,33.0704,17.5651,-18.7575,20.8151
2009-07-04T23:18:17.114Z,32.2835,17.5228,-18.5687,19.7580
2009-07-04T23:18:20.082Z,32.5049,19.0706,-19.4687,17.7157
2009-07-04T23:18:23.050Z,33.5440,19.1615,-20.7745,18.0682
2009-07-04T23:18:26.018Z,32.3804,18.4930,-19.4021,18.1674
2009-07-04T23:18:28.986Z,27.2395,16.2589,-15.0519,15.8454
2009-07-04T23:18:31.954Z,32.5510,18.6188,-19.7515,17.9663
2009-07-04T23:18:34.922Z,33.9685,19.3287,-20.9393,18.4879
2009-07-04T23:18:37.889Z,33.0991,17.6149,-20.8421,18.7315
2009-07-04T23:18:40.857Z,33.0006,19.1273,-19.9113,18.0756
2009-07-04T23:18:43.825Z,33.9404,19.3853,-20.7010,18.6448
2009-07-04T23:18:46.793Z,34.0961,18.8186,-21.2682,18.8697
2009-07-04T23:18:49.761Z,33.1993,18.2133,-20.2974,18.9336
2009-07-04T23:18:52.729Z,33.7757,19.3982,-20.0677,19.0208
2009-07-04T23:18:55.697Z,33.5679,19.9146,-20.1178,18.0412
2009-07-04T23:18:58.665Z,31.7300,19.5086,-17.8725,17.5153
2009-07-04T23:19:01.632Z,23.7137,15.4864,-13.3560,12.0052
2009-07-04T23:19:04.600Z,31.4667,17.4815,-20.6579,16.0563
2009-07-04T23:19:07.568Z,33.6859,19.9709,-20.3009,17.9937
2009-07-04T23:19:10.536Z,32.4691,18.2671,-18.3441,19.5972
2009-07-04T23:19:13.504Z,32.9186,16.8390,-17.9480,21.8621
2009-07-04T23:19:16.472Z,21.9676,12.5781,-13.2740,12.1725
2009-07-04T23:19:19.440Z,29.6254,14.6382,-17.5902,18.8141
2009-07-04T23:19:22.408Z,33.5760,17.3388,-19.7717,20.8757
2009-07-04T23:19:25.375Z,32.2441,16.2900,-19.7024,19.6502
2009-07-04T23:19:28.343Z,29.5428,14.5564,-17.8288,18.5208
2009-07-04T23:19:31.311Z,30.1102,16.7469,-16.4916,18.8200
