2009-07-04T17:52:02.804Z,4.5391357,-333.23065,1.2840175,-11.971876,21.803972,9.1214153,39.196118
2009-07-04T17:52:05.772Z,4.5125551,-336.00073,-0.65126074,-13.034901,19.807891,8.3886050,30.798136
2009-07-04T17:52:08.739Z,4.5385986,-333.45362,2.2977680,-12.111618,20.580887,8.6134581,35.737414
2009-07-04T17:52:11.707Z,4.5120212,-335.99111,1.2516153,-12.539129,18.648415,8.2864304,30.240626
2009-07-04T17:52:14.675Z,4.4591393,-335.11721,1.7050537,-12.370538,19.258097,9.1493829,31.596273
2009-07-04T17:52:17.643Z,4.5377938,-334.49630,2.6694577,-12.725288,18.728491,8.8056564,33.913882
2009-07-04T17:52:20.611Z,4.5638295,-334.73716,3.4764886,-12.150960,18.219185,8.7616664,33.998184
2009-07-04T17:52:23.579Z,4.6687714,-334.13521,4.3202491,-12.614985,16.944635,9.1798187,33.980711
2009-07-04T17:52:26.547Z,4.5369885,-332.94011,4.4159996,-12.456130,20.548356,9.0478792,37.176800
2009-07-04T17:52:29.515Z,4.4052211,-336.65622,2.6467784,-13.497041,19.699068,8.7301808,30.654798
2009-07-04T17:52:32.482Z,4.6153468,-333.68286,-4.6255890,-15.232727,28.819695,8.6163790,38.497045
2009-07-04T17:52:35.450Z,4.5098864,-336.38182,-6.7040425,-13.950803,27.986730,8.8590305,31.825081
2009-07-04T17:52:38.418Z,4.5885052,-337.90734,-5.3833658,-14.776873,24.636350,8.4193586,30.145881
2009-07-04T17:52:41.386Z,4.5882338,-337.42635,-3.8549281,-15.426703,23.257115,8.2845386,29.164985
2009-07-04T17:52:44.354Z,4.6142545,-335.35078,-4.5465442,-16.015972,27.010739,8.4161016,34.936904
2009-07-04T17:52:47.322Z,4.7717240,-335.79424,-5.1785109,-16.385466,26.649458,8.4052323,33.547900
2009-07-04T17:52:50.290Z,4.6925749,-335.78775,-5.3319859,-16.202885,27.990728,8.4755572,31.656800
2009-07-04T17:52:53.258Z,4.5608604,-337.71941,-8.5436338,-17.067118,28.821659,8.5091668,31.915935
2009-07-04T17:52:56.225Z,4.6131622,-337.71523,-6.9840716,-16.951009,27.171656,8.3847955,28.142439
2009-07-04T17:52:59.193Z,4.6128888,-339.56699,-8.3997384,-18.260314,26.004319,8.8239308,25.732493
2009-07-04T17:53:02.161Z,4.7703121,-340.28825,-7.1989251,-20.430689,27.327608,8.5819076,26.279593
2009-07-04T17:53:05.129Z,4.7963110,-339.03507,-5.4871134,-15.942098,25.213080,8.5575931,29.266250
2009-07-04T17:53:08.097Z,4.9274252,-336.03287,-1.6279510,-12.900164,22.251750,8.4921706,28.149828
2009-07-04T17:53:11.065Z,4.8482995,-337.08107,0.030970259,-11.076070,23.213056,8.3269698,31.010616
2009-07-04T17:53:14.033Z,4.6903530,-336.74475,-3.9074486,-14.517557,25.816280,8.7199393,32.856530
