UT__yyyy-mm-ddThh:mm:ss.sssZ,N_ION_MOM_ESA-B__cm^-3_(All_Qs),VX_ION_GSM_MOM_ESA-B_(@_1_)_km/s_(All_Qs),VY_ION_GSM_MOM_ESA-B_(@_2_)_km/s_(All_Qs),VZ_ION_GSM_MOM_ESA-B_(@_3_)_km/s_(All_Qs),TX_ION_FA_MOM_ESA-B_(@_1_)_eV_(All_Qs),TY_ION_FA_MOM_ESA-B_(@_2_)_eV_(All_Qs),TZ_ION_FA_MOM_ESA-B_(@_3_)_eV_(All_Qs)
2009-07-04T17:07:58.429Z,4.1446242,-338.53474,-19.551407,-22.033365,24.438036,13.921126,41.915789
2009-07-04T17:08:01.397Z,4.0658751,-338.99292,-18.979771,-21.808978,23.194903,13.791363,41.160279
2009-07-04T17:08:04.365Z,4.0394276,-337.87448,-16.972204,-21.734611,23.453308,13.706013,42.113249
2009-07-04T17:08:07.332Z,4.0652708,-335.96077,-14.823336,-20.877671,24.578793,13.949883,45.041771
2009-07-04T17:08:10.300Z,4.0911102,-336.16089,-14.040763,-21.098701,22.440419,14.241737,45.204237
2009-07-04T17:08:13.268Z,4.0646665,-336.37731,-14.060601,-21.067605,24.195665,13.972665,49.638010
2009-07-04T17:08:16.236Z,4.0905019,-337.75247,-15.674219,-20.895591,22.745349,13.155493,43.205558
2009-07-04T17:08:19.204Z,4.1424685,-335.32879,-14.965365,-20.690485,25.821176,13.627167,48.017478
2009-07-04T17:08:22.172Z,4.0637602,-336.55307,-14.650116,-20.629500,24.245450,13.065531,44.247868
2009-07-04T17:08:25.140Z,4.1157209,-338.28795,-14.785404,-20.215865,23.807534,13.770633,41.915282
2009-07-04T17:08:28.108Z,4.0370262,-336.95245,-16.723462,-20.473003,25.815252,12.913998,42.217312
2009-07-04T17:08:31.075Z,3.9583428,-338.01279,-16.809772,-21.268809,25.723243,13.310483,42.683637
2009-07-04T17:08:34.043Z,4.1148030,-338.71792,-17.609245,-20.860629,25.289577,13.458077,37.846866
2009-07-04T17:08:37.011Z,4.0883729,-337.68114,-15.887936,-20.784699,24.012167,13.676007,37.688990
2009-07-04T17:08:39.979Z,4.0358253,-337.68368,-16.283010,-21.032657,25.032880,12.935382,39.340948
2009-07-04T17:08:42.947Z,4.0355254,-337.03580,-15.099880,-20.847516,25.626952,13.315460,39.633075
2009-07-04T17:08:45.915Z,4.0352249,-337.95419,-17.072083,-20.877387,26.388404,12.562688,40.033845
2009-07-04T17:08:48.883Z,4.0349249,-339.02768,-18.927136,-20.511401,24.228777,12.824853,37.076916
2009-07-04T17:08:51.851Z,4.0346244,-335.33611,-16.197969,-20.143536,29.575104,12.993095,41.656954
2009-07-04T17:08:54.818Z,4.0604366,-338.59749,-16.584603,-20.743707,24.319644,12.701744,35.434522
2009-07-04T17:08:57.786Z,3.8512527,-339.88007,-17.053673,-20.770978,24.422027,13.353465,34.855966
2009-07-04T17:09:00.754Z,3.9553993,-339.89052,-16.685781,-20.970198,24.107429,12.748896,32.896095
2009-07-04T17:09:03.722Z,3.9289983,-339.61817,-15.822438,-20.562058,23.794876,12.755370,33.412861
2009-07-04T17:09:06.690Z,3.9026018,-339.52608,-15.493752,-20.234917,23.621674,13.409510,32.897541
2009-07-04T17:09:09.658Z,3.9806183,-341.33911,-16.362214,-20.645860,22.592905,13.102644,28.787775
2009-07-04T17:09:12.626Z,3.9542217,-340.53931,-16.583146,-20.701810,22.638425,12.748091,30.392442
2009-07-04T17:09:15.594Z,3.9542669,-338.68909,-15.310504,-20.802615,24.919147,14.211965,33.199407
2009-07-04T17:09:18.561Z,3.9282110,-338.73679,-16.565184,-20.194699,26.070228,13.624362,33.639310
2009-07-04T17:09:21.529Z,4.0065600,-338.72488,-16.897798,-20.647569,25.360486,12.912674,35.047430
2009-07-04T17:09:24.497Z,3.9544024,-339.44050,-15.014909,-21.110294,24.051089,12.436684,34.008224
2009-07-04T17:09:27.465Z,3.9544476,-338.97607,-15.376513,-21.013198,23.849994,13.604945,33.498076
2009-07-04T17:09:30.433Z,4.0589018,-337.46556,-14.488221,-19.522636,23.850172,12.811681,36.950663
2009-07-04T17:09:33.401Z,3.9806405,-338.19268,-14.983287,-19.187172,24.151669,13.627246,33.754284
2009-07-04T17:09:36.369Z,4.0067889,-338.57400,-14.701332,-19.462925,23.957582,12.577216,34.176974
2009-07-04T17:09:39.337Z,3.9546284,-340.64541,-14.980362,-19.421456,21.542080,13.162376,28.420240
2009-07-04T17:09:42.304Z,3.9285701,-339.59459,-15.180888,-19.075899,23.105498,13.134949,30.938108
2009-07-04T17:09:45.272Z,3.9808225,-338.24431,-14.627979,-19.874634,23.923204,13.995211,32.869743
2009-07-04T17:09:48.240Z,3.9808680,-338.19005,-15.180337,-19.120247,23.170491,13.345212,33.121745
2009-07-04T17:09:51.208Z,4.0070183,-337.16598,-15.609828,-18.750704,23.881152,13.158633,34.976043
2009-07-04T17:09:54.176Z,4.0853780,-335.47637,-15.131530,-18.763464,25.283287,12.433324,40.418854
2009-07-04T17:09:57.144Z,3.9548999,-338.83748,-15.661516,-18.352459,21.348123,12.889482,30.478140
2009-07-04T17:10:00.112Z,4.0071556,-337.69198,-13.814728,-18.649501,21.857240,13.443778,31.913577
2009-07-04T17:10:03.080Z,4.0594125,-337.39605,-14.701009,-18.772509,23.130478,12.886147,32.090280
2009-07-04T17:10:06.047Z,4.0333530,-337.51779,-14.578512,-18.618742,24.041740,12.810143,34.419224
2009-07-04T17:10:09.015Z,4.0595052,-337.92655,-14.690200,-18.877665,25.207439,12.971764,33.710332
2009-07-04T17:10:11.983Z,4.0595516,-336.32766,-15.649530,-19.057453,25.890541,13.012764,35.997861
2009-07-04T17:10:14.951Z,4.0073845,-335.84095,-14.667839,-19.014913,25.555294,12.418521,38.844671
2009-07-04T17:10:17.919Z,3.9552162,-337.36458,-14.365666,-18.734868,24.701357,13.622208,34.490139
2009-07-04T17:10:20.887Z,3.9030467,-339.12742,-15.121217,-19.309553,21.890177,12.963854,30.204697
2009-07-04T17:10:23.855Z,4.0597371,-338.57197,-14.284408,-19.582987,22.768627,12.746608,31.486654
2009-07-04T17:10:26.822Z,4.0336756,-338.20176,-15.072809,-19.009710,25.192292,12.955480,30.964883
2009-07-04T17:10:29.790Z,3.9553970,-336.73480,-15.009482,-19.602560,25.739793,13.102599,35.166964
2009-07-04T17:10:32.758Z,4.0076592,-339.18807,-15.459372,-20.035187,22.512634,13.412174,30.922501
2009-07-04T17:10:35.726Z,4.0077050,-338.26372,-14.999765,-19.402264,23.765737,12.691011,31.670003
2009-07-04T17:10:38.694Z,4.0860781,-337.14157,-15.518864,-19.312362,24.714111,12.603098,34.004147
2009-07-04T17:10:41.662Z,4.0339060,-336.07204,-15.135217,-19.360304,27.587413,13.342921,37.121508
2009-07-04T17:10:44.630Z,4.0600618,-339.45033,-14.143213,-19.128905,20.356926,12.723851,31.331694
2009-07-04T17:10:47.598Z,3.9556681,-337.71626,-14.024279,-18.971772,22.962301,12.679261,33.362238
2009-07-04T17:10:50.565Z,4.0340442,-338.01695,-14.137546,-19.065715,21.844757,12.457009,32.997673
2009-07-04T17:10:53.533Z,3.9818691,-337.25770,-14.656925,-18.723339,23.122235,13.090981,35.262779
2009-07-04T17:10:56.501Z,3.9819145,-336.40843,-13.411180,-18.853683,23.335721,13.089669,35.922785
2009-07-04T17:10:59.469Z,4.0080712,-337.32776,-14.359351,-18.327956,24.124591,12.766708,36.863541
2009-07-04T17:11:02.437Z,4.0342285,-338.96679,-13.567543,-18.349518,21.877014,12.928190,32.407275
2009-07-04T17:11:05.405Z,4.1648337,-335.84011,-13.907465,-17.417417,25.755181,13.054356,37.005239
2009-07-04T17:11:08.373Z,3.9820969,-338.61140,-14.713107,-18.743604,22.512620,12.950142,31.812136
2009-07-04T17:11:11.341Z,4.0343672,-334.68006,-14.088769,-17.793965,26.515310,12.363691,40.447680
2009-07-04T17:11:14.308Z,4.0083006,-337.36181,-13.187108,-17.749058,22.075021,12.625382,35.682846
2009-07-04T17:11:17.276Z,4.1127984,-336.74346,-13.720890,-17.297707,23.477192,12.372763,36.223154
2009-07-04T17:11:20.244Z,4.0606188,-339.07525,-13.549686,-17.680325,21.340126,12.886869,30.791048
2009-07-04T17:11:23.212Z,4.1390060,-336.82118,-13.016066,-17.438388,24.248828,12.552719,34.913952
2009-07-04T17:11:26.180Z,4.1129393,-337.28455,-12.744252,-17.295786,22.004053,13.808712,32.973202
2009-07-04T17:11:29.148Z,4.0868721,-337.98630,-12.852398,-17.310499,22.655795,12.506770,32.639335
2009-07-04T17:11:32.116Z,4.0346898,-336.08093,-15.274429,-19.083305,28.124177,12.341474,35.715996
2009-07-04T17:11:35.084Z,4.0347359,-340.93023,-15.645450,-18.772371,22.763850,12.809299,27.239922
2009-07-04T17:11:38.051Z,4.0347820,-340.84115,-14.863464,-19.665133,23.711762,13.126102,25.930128
2009-07-04T17:11:41.019Z,4.0609434,-337.36411,-15.291909,-18.608218,27.605747,12.485829,32.614527
2009-07-04T17:11:43.987Z,4.1132212,-338.50386,-14.450793,-18.006551,24.356900,12.604284,30.299027
2009-07-04T17:11:46.955Z,4.0349202,-338.83938,-14.565437,-18.635455,24.972595,12.418448,30.848154
2009-07-04T17:11:49.923Z,4.0610826,-338.32863,-14.817314,-18.135978,25.124082,12.698818,31.073819
2009-07-04T17:11:52.891Z,4.1133621,-337.24236,-14.617242,-17.342631,27.577234,12.414744,34.789027
2009-07-04T17:11:55.859Z,4.0611753,-338.61253,-13.671919,-17.932762,24.863153,12.001980,30.440907
2009-07-04T17:11:58.827Z,4.0873389,-337.88367,-15.339346,-18.237339,25.517379,11.852139,34.094113
2009-07-04T17:12:01.794Z,4.1135030,-336.22514,-12.210251,-18.678196,28.422077,13.592191,33.447408
2009-07-04T17:12:04.762Z,4.0874322,-338.74602,-13.483966,-18.445441,25.179489,11.726758,29.049939
2009-07-04T17:12:07.730Z,4.1658331,-337.90576,-13.056248,-18.107084,25.093486,12.283876,30.251447
2009-07-04T17:12:10.698Z,4.0614072,-337.77867,-14.364716,-18.209560,26.718259,11.784789,31.415589
2009-07-04T17:12:13.666Z,4.1136909,-337.54254,-14.334428,-17.438510,26.935202,12.262615,30.505796
2009-07-04T17:12:16.634Z,4.0876189,-336.39623,-12.340237,-18.424791,26.687831,12.623919,35.414001
2009-07-04T17:12:19.602Z,4.2182620,-338.00922,-13.352298,-18.349485,24.053032,12.072687,29.996795
2009-07-04T17:12:22.570Z,4.1138323,-337.80798,-11.691557,-18.406128,23.183620,12.180776,32.485639
2009-07-04T17:12:25.537Z,4.0877594,-336.94421,-7.9246659,-17.683526,19.977439,12.695497,35.702803
2009-07-04T17:12:28.505Z,4.3228876,-335.00176,-4.5597361,-17.242205,20.032576,11.963492,37.455542
2009-07-04T17:12:31.473Z,4.2968165,-337.95137,-12.335626,-17.898153,22.641480,11.715531,28.555164
2009-07-04T17:12:34.441Z,4.2185033,-338.58823,-14.367734,-18.597217,26.213748,11.735195,28.922714
2009-07-04T17:12:37.409Z,4.1140672,-339.75316,-14.956506,-18.157634,25.177962,11.492874,28.697577
2009-07-04T17:12:40.377Z,4.2185996,-339.30720,-14.975473,-17.668376,27.111912,11.009314,30.251851
2009-07-04T17:12:43.345Z,4.2970128,-337.99802,-14.352189,-18.123603,29.969001,11.011306,31.069114
2009-07-04T17:12:46.313Z,4.1925740,-339.99425,-13.320066,-18.585384,26.228775,11.357292,27.740722
2009-07-04T17:12:49.280Z,4.2187441,-338.87183,-14.816728,-18.364259,28.841619,11.710869,30.128828
2009-07-04T17:12:52.248Z,4.1926697,-339.53369,-15.145827,-18.836606,27.660986,10.912871,28.716854
2009-07-04T17:12:55.216Z,4.2449633,-339.69921,-14.938926,-18.221339,26.002930,11.826233,27.720451
2009-07-04T17:12:58.184Z,4.1927655,-337.45687,-14.743286,-18.404789,28.895404,11.383521,30.149493
2009-07-04T17:13:01.152Z,4.1928134,-341.12015,-15.711978,-18.576517,25.596143,10.916969,25.539279
2009-07-04T17:13:04.120Z,4.2451087,-338.92795,-16.547783,-18.530837,30.563569,11.218314,30.092299
2009-07-04T17:13:07.088Z,4.2974053,-339.07948,-16.013032,-18.280453,28.291322,10.974737,29.334855
2009-07-04T17:13:10.056Z,4.2452056,-340.49765,-15.992554,-18.551854,26.694798,11.406153,27.164994
2009-07-04T17:13:13.023Z,4.2452541,-338.29082,-15.535401,-18.374675,30.574771,10.812453,30.579885
2009-07-04T17:13:15.991Z,4.2191776,-340.19676,-15.281834,-19.255129,25.534861,12.238536,27.807764
2009-07-04T17:13:18.959Z,4.2976015,-337.68626,-13.590113,-19.110687,29.056412,11.353922,31.290872
2009-07-04T17:13:21.927Z,4.2715250,-339.13792,-14.279756,-18.692970,25.634092,11.491851,28.235919
2009-07-04T17:13:24.895Z,4.1931963,-339.31803,-13.923886,-18.211647,24.407114,10.797022,29.136973
2009-07-04T17:13:27.863Z,4.2193703,-338.51074,-13.258358,-18.688819,26.126823,11.380241,28.973700
2009-07-04T17:13:30.831Z,4.2455449,-337.64585,-13.312982,-18.727922,28.512877,12.654869,31.623457
2009-07-04T17:13:33.798Z,4.1672132,-339.34154,-13.014906,-18.736354,25.027126,11.580645,27.193516
2009-07-04T17:13:36.766Z,4.2456418,-337.33148,-12.709510,-18.503395,27.704375,11.321147,31.826247
2009-07-04T17:13:39.734Z,4.1934361,-337.93468,-13.080045,-18.853232,26.897019,11.300868,28.863376
2009-07-04T17:13:42.702Z,4.1673564,-338.25214,-13.829113,-18.233073,26.600586,12.502211,29.023737
2009-07-04T17:13:45.670Z,4.1151481,-340.37982,-13.872845,-18.436863,24.732126,12.193412,26.776064
2009-07-04T17:13:48.638Z,4.1674515,-339.79024,-14.343683,-18.305781,24.057828,11.927134,24.979852
2009-07-04T17:13:51.606Z,4.2197561,-338.89821,-13.497395,-18.245509,26.458405,11.517144,29.335657
2009-07-04T17:13:54.574Z,4.1936755,-337.15729,-14.380586,-18.306122,26.908980,11.067736,30.569772
2009-07-04T17:13:57.541Z,4.1414651,-339.81689,-13.780495,-18.217704,25.722134,12.417941,29.440868
2009-07-04T17:14:00.509Z,4.1937712,-339.92089,-14.437598,-18.787034,27.738071,11.077555,29.621092
2009-07-04T17:14:03.477Z,4.1415597,-339.80633,-14.403360,-18.760920,27.445392,12.450089,30.715897
2009-07-04T17:14:06.445Z,4.3767771,-339.37144,-13.595208,-18.153361,26.635389,11.597191,30.722720
2009-07-04T17:14:09.413Z,4.3506967,-337.92455,-11.096943,-15.441472,25.140593,10.822245,33.007518
2009-07-04T17:14:12.381Z,4.3246158,-337.33803,-10.858690,-14.634482,24.119339,10.657659,33.471570
2009-07-04T17:14:15.349Z,4.3507960,-337.13862,-11.090983,-14.201094,25.456740,10.835366,36.159664
2009-07-04T17:14:18.317Z,4.2463209,-338.92818,-11.272140,-15.276391,24.433892,10.217513,32.310747
2009-07-04T17:14:21.284Z,4.2202378,-339.87949,-11.577004,-15.190448,23.860900,10.461621,31.241378
2009-07-04T17:14:24.252Z,4.3509450,-338.88382,-11.883282,-15.406330,24.758362,10.599583,32.280316
2009-07-04T17:14:27.220Z,4.1680700,-336.93888,-13.131125,-15.949373,26.127566,10.648396,33.577193
2009-07-04T17:14:30.188Z,4.2726471,-339.31623,-12.273764,-15.214194,23.877067,10.092557,29.658035
2009-07-04T17:14:33.156Z,4.2988286,-337.79959,-12.099783,-15.107315,26.964683,10.818624,33.055039
2009-07-04T17:14:36.124Z,4.2466117,-342.68128,-11.309003,-16.369540,22.123545,10.599432,27.397771
2009-07-04T17:14:39.092Z,4.2989267,-336.96937,-12.649765,-16.256643,28.252254,10.430184,36.369788
2009-07-04T17:14:42.060Z,4.2989758,-338.26631,-12.035834,-16.012266,28.479847,10.528797,36.340776
2009-07-04T17:14:45.027Z,4.2990248,-341.67712,-10.183391,-15.790068,22.073155,11.335370,29.243681
2009-07-04T17:14:47.995Z,4.2468055,-339.07228,-11.023175,-15.092782,25.449918,10.421749,34.321688
2009-07-04T17:14:50.963Z,4.4297954,-340.50822,-11.647531,-15.581708,25.204839,10.995706,32.810551
2009-07-04T17:14:53.931Z,4.3253068,-339.36917,-10.568920,-15.483490,27.492695,10.990765,35.480941
2009-07-04T17:14:56.899Z,4.2469514,-339.53173,-11.799597,-16.515751,24.855916,10.670623,31.708582
2009-07-04T17:14:59.867Z,4.2208645,-337.56833,-12.468414,-16.197312,27.275004,11.205333,34.735761
2009-07-04T17:15:02.835Z,4.2209127,-335.31444,-12.290884,-15.611453,29.938788,10.591924,36.323373
2009-07-04T17:15:05.803Z,4.2732328,-335.41653,-12.183920,-16.211808,27.547232,10.491113,36.034035
2009-07-04T17:15:08.770Z,4.2732816,-337.86788,-11.631244,-16.124652,25.278676,10.614700,32.451732
2009-07-04T17:15:11.738Z,4.1426474,-336.97385,-11.668693,-16.702478,25.711098,10.518229,33.907246
2009-07-04T17:15:14.706Z,4.1165578,-339.18516,-12.213219,-17.463233,23.406728,10.647113,29.516570
2009-07-04T17:15:17.674Z,4.0643305,-337.84708,-12.272686,-16.939283,24.710826,10.187439,32.005978
2009-07-04T17:15:20.642Z,4.3518890,-338.30773,-12.295672,-17.100970,27.486815,10.564531,33.269681
2009-07-04T17:15:23.610Z,4.2996631,-341.09695,-11.776977,-16.583838,24.673813,10.932180,30.018349
2009-07-04T17:15:26.578Z,4.2212980,-340.20942,-13.075616,-16.285288,26.155915,11.330281,31.397550
2009-07-04T17:15:29.546Z,4.1429311,-340.73591,-13.499627,-19.449647,26.840318,11.565303,28.856552
2009-07-04T17:15:32.513Z,4.1168397,-341.49508,-13.087989,-19.095082,22.967549,12.059363,25.045797
2009-07-04T17:15:35.481Z,4.1169245,-341.29773,-14.310360,-18.546826,24.196232,10.712833,26.042314
2009-07-04T17:15:38.449Z,4.2215683,-338.16120,-11.845263,-17.575868,27.359174,11.631990,30.592478
2009-07-04T17:15:41.417Z,4.1170942,-340.43320,-12.252737,-19.380277,25.634303,11.990434,27.276517
2009-07-04T17:15:44.385Z,4.3001648,-340.01125,-15.826465,-18.545361,29.041744,11.144002,27.843641
2009-07-04T17:15:47.353Z,4.3002534,-338.27124,-15.010189,-17.067622,29.993237,11.991921,32.555839
2009-07-04T17:15:50.321Z,4.3003420,-338.99902,-13.536393,-17.990612,27.282652,11.119701,29.608048
2009-07-04T17:15:53.289Z,4.2742882,-339.44143,-12.933729,-17.585471,26.240154,11.337740,27.407496
2009-07-04T17:15:56.256Z,4.3005192,-340.01448,-15.040277,-17.744538,27.031421,10.951857,27.005175
2009-07-04T17:15:59.224Z,4.0130292,-336.36756,-11.918125,-17.962922,29.211188,11.379203,40.104580
2009-07-04T17:16:02.192Z,4.1699762,-336.08061,-9.8579302,-18.386635,26.398967,12.298349,34.916050
2009-07-04T17:16:05.160Z,4.2223513,-337.21146,-9.5269399,-18.580425,25.724329,11.874069,32.256610
2009-07-04T17:16:08.128Z,4.2485834,-336.90452,-10.427517,-18.211399,26.080967,10.752278,31.642505
2009-07-04T17:16:11.096Z,4.0917970,-338.36975,-12.454446,-17.923324,24.716678,13.372828,31.080883
2009-07-04T17:16:14.064Z,4.1441737,-338.76601,-7.0773851,-20.472205,22.389958,12.228815,28.404908
2009-07-04T17:16:17.032Z,4.1965525,-339.49355,-10.969602,-19.666541,25.028988,12.809439,27.869923
2009-07-04T17:16:19.999Z,4.1443444,-337.41271,-9.5447459,-20.300368,25.067894,12.347785,31.109338
2009-07-04T17:16:22.967Z,4.0921342,-338.45600,-11.007591,-19.404771,25.111818,11.611365,28.714332
2009-07-04T17:16:25.935Z,4.2491086,-339.07723,-15.450051,-18.426831,27.892609,12.592212,29.583926
2009-07-04T17:16:28.903Z,4.3799407,-338.73205,-9.5774780,-17.791469,25.552704,12.132445,31.475144
2009-07-04T17:16:31.871Z,4.2492837,-340.31746,-11.281843,-18.017658,22.566318,12.773247,29.889169
2009-07-04T17:16:34.839Z,4.3016712,-337.42552,-6.4473376,-19.634854,23.825097,13.970570,33.711999
2009-07-04T17:16:37.807Z,4.3540608,-338.14615,-2.2429267,-21.459141,23.206438,13.708479,32.299977
2009-07-04T17:16:40.774Z,4.3018484,-339.33592,-10.531585,-17.021130,22.753501,12.719999,29.910259
2009-07-04T17:16:43.742Z,4.3019370,-338.74218,-9.5680717,-18.452832,24.038043,12.234957,29.201079
2009-07-04T17:16:46.710Z,4.3543299,-338.86757,-10.561645,-17.707045,24.532230,12.626862,29.028427
2009-07-04T17:16:49.678Z,4.4067250,-339.76696,-11.426473,-16.901944,27.268349,11.747584,31.741769
2009-07-04T17:16:52.646Z,4.4329689,-341.32488,-12.914354,-17.375865,26.570189,11.494186,31.977635
2009-07-04T17:16:55.614Z,4.4592140,-340.07155,-11.000846,-17.169349,27.909846,11.261514,33.693446
2009-07-04T17:16:58.582Z,4.4593058,-341.47498,-11.350751,-16.936539,25.702277,11.566400,30.799450
2009-07-04T17:17:01.550Z,4.3809332,-340.54832,-12.348520,-16.888557,26.343651,11.255038,32.244359
2009-07-04T17:17:04.517Z,4.4071788,-339.82310,-11.401518,-17.319151,26.447140,11.459716,32.038445
2009-07-04T17:17:07.485Z,4.3288018,-341.16013,-10.877550,-17.817467,24.191739,11.459054,28.474880
2009-07-04T17:17:10.453Z,4.3550474,-340.62148,-11.805164,-17.245986,25.650684,11.264051,31.757354
2009-07-04T17:17:13.421Z,4.4074511,-338.33233,-11.063772,-16.932801,27.583179,11.095878,34.221128
2009-07-04T17:17:16.389Z,4.3813843,-338.87993,-10.638791,-16.987009,27.557573,10.908833,34.526226
2009-07-04T17:17:19.357Z,4.4861068,-338.51832,-10.001839,-17.586095,28.374507,11.022273,34.659009
2009-07-04T17:17:22.325Z,4.4077234,-341.64667,-10.206111,-17.662780,24.508898,11.484291,28.895095
2009-07-04T17:17:25.293Z,4.4601324,-339.83603,-10.463313,-17.852881,27.134265,11.662128,33.079972
2009-07-04T17:17:28.260Z,4.3817453,-340.92187,-9.7123723,-17.279574,24.154090,10.951166,30.392998
2009-07-04T17:17:31.228Z,4.4341559,-338.19027,-9.2005352,-17.341924,26.907987,11.563014,35.277853
2009-07-04T17:17:34.196Z,4.3819257,-340.93237,-8.7792464,-17.147725,23.726923,11.293172,31.507123
2009-07-04T17:17:37.164Z,4.4081772,-338.92175,-8.4832599,-15.789464,25.989116,11.549930,32.696626
2009-07-04T17:17:40.132Z,4.3821062,-339.28910,-9.2412845,-16.767821,25.342308,12.285003,33.324604
2009-07-04T17:17:43.100Z,4.3560340,-339.83311,-9.8951288,-16.212400,23.516965,12.128962,31.091282
2009-07-04T17:17:46.068Z,4.4607753,-339.73424,-10.695730,-16.137243,24.231726,11.184026,32.317918
2009-07-04T17:17:49.036Z,4.4347037,-340.95866,-10.742411,-16.315933,22.274058,11.213756,29.119974
2009-07-04T17:17:52.003Z,4.4086311,-339.25778,-11.022061,-14.986935,26.350212,11.165668,33.193488
2009-07-04T17:17:54.971Z,4.4348864,-340.53765,-13.850795,-14.120668,23.292060,11.987651,31.227665
2009-07-04T17:17:57.939Z,4.3564825,-338.68930,-8.0507458,-17.108146,21.258578,11.681224,29.589724
2009-07-04T17:18:00.907Z,4.4089034,-337.98357,-7.6467948,-16.899240,22.740361,12.453130,32.404998
2009-07-04T17:18:03.875Z,4.3043296,-338.76866,-7.6425846,-17.492840,22.985387,13.160167,29.776116
2009-07-04T17:18:06.843Z,4.3567516,-339.65482,-9.5847474,-17.991395,22.778277,13.318145,29.904847
2009-07-04T17:18:09.811Z,4.2260052,-338.62571,-8.1426370,-16.443494,20.464620,13.571201,29.100426
2009-07-04T17:18:12.779Z,4.3045954,-338.72982,-2.1151923,-20.695274,22.167584,12.386710,29.160414
2009-07-04T17:18:15.746Z,4.3570206,-341.83079,-12.609214,-18.168573,23.508260,12.633149,27.598706
2009-07-04T17:18:18.714Z,4.3571103,-340.93519,-11.816661,-17.511922,26.216181,11.969719,30.723574
2009-07-04T17:18:21.682Z,4.4880469,-339.72818,-12.415007,-18.759323,26.557598,11.562491,32.827230
2009-07-04T17:18:24.650Z,4.2264402,-338.51892,-7.6473135,-19.041661,25.579145,13.476414,33.471836
2009-07-04T17:18:27.618Z,4.1741863,-336.44032,-11.636949,-18.823406,25.051959,13.272512,31.888037
2009-07-04T17:18:30.586Z,4.3312981,-336.75726,-10.285191,-16.529866,25.926083,13.008864,33.101196
2009-07-04T17:18:33.554Z,4.3313872,-339.62162,-10.956638,-16.543042,23.102770,12.873732,32.117955
2009-07-04T17:18:36.522Z,4.2791323,-335.64365,-6.9123277,-18.295714,24.757847,13.715934,35.293077
2009-07-04T17:18:39.489Z,4.3315655,-336.97236,-5.9620730,-18.424437,21.935660,12.133189,30.585613
2009-07-04T17:18:42.457Z,4.3840010,-336.35176,-5.3186728,-18.304956,23.343993,11.697426,34.387545
2009-07-04T17:18:45.425Z,4.3055702,-338.27332,-6.2104446,-20.305702,23.962248,11.160056,32.016767
2009-07-04T17:18:48.393Z,4.3056588,-340.14154,-3.7137049,-20.966988,21.559473,11.205435,30.606989
2009-07-04T17:18:51.361Z,4.2795726,-338.32871,-3.6691086,-21.850935,21.831398,11.018344,30.293514
2009-07-04T17:18:54.329Z,4.3843619,-336.26741,-3.0823216,-21.428620,23.168296,10.765878,34.193228
2009-07-04T17:18:57.297Z,4.3059246,-338.24914,-4.1906125,-20.898651,21.314251,11.447020,31.023865
2009-07-04T17:19:00.265Z,4.3583660,-338.67914,-4.8132305,-20.525424,22.225558,11.767288,33.658615
2009-07-04T17:19:03.232Z,4.3846326,-337.34485,-4.8738000,-20.668432,25.024852,11.049121,34.813415
2009-07-04T17:19:06.200Z,4.3847228,-338.84150,-5.1989554,-20.098410,23.125188,10.631430,29.784963
2009-07-04T17:19:09.168Z,4.2277451,-337.06108,-7.3032511,-20.571095,23.848345,10.804438,28.823241
2009-07-04T17:19:12.136Z,4.2016536,-337.02556,-8.6624543,-20.251591,23.644518,10.016373,29.198823
2009-07-04T17:19:15.104Z,4.2540982,-334.72033,-7.9104609,-20.229266,26.925013,10.285870,33.383263
2009-07-04T17:19:18.072Z,4.2803653,-336.85366,-6.5708484,-19.830966,25.220664,10.675247,30.997489
2009-07-04T17:19:21.040Z,4.2804534,-337.85306,-5.3087201,-20.715907,25.014307,10.611568,33.148326
2009-07-04T17:19:24.008Z,4.2019994,-336.00709,-7.8697649,-20.103506,24.649949,11.480652,30.300512
2009-07-04T17:19:26.975Z,4.1497234,-338.24319,-7.8730869,-20.310363,22.342790,10.481258,28.361197
2009-07-04T17:19:29.943Z,4.1759906,-335.19402,-7.5719672,-19.910752,23.722598,11.314478,32.700342
2009-07-04T17:19:32.911Z,4.3069880,-336.28901,-5.3262733,-19.814668,23.435611,10.619262,33.648808
2009-07-04T17:19:35.879Z,4.3332594,-338.38449,-5.8261988,-19.752370,21.519964,10.598967,29.068427
2009-07-04T17:19:38.847Z,4.3071652,-337.91711,-6.3963308,-20.149659,22.431065,10.300257,31.650301
2009-07-04T17:19:41.815Z,4.2548860,-338.73555,-6.9981065,-19.895024,22.480457,11.032354,29.463878
2009-07-04T17:19:44.783Z,4.1502357,-336.48832,-7.2607058,-19.536661,23.748950,10.353252,32.274200
2009-07-04T17:19:47.750Z,4.2550611,-336.66805,-7.3152909,-19.109504,24.580529,10.547630,33.996654
2009-07-04T17:19:50.718Z,4.3075197,-337.71220,-7.0242612,-19.389200,23.629259,9.9896164,32.547922
2009-07-04T17:19:53.686Z,4.3076083,-336.90278,-7.5781704,-19.446884,24.530006,11.031516,34.412548
2009-07-04T17:19:56.654Z,4.2291371,-336.52900,-6.9893373,-19.335306,25.700668,10.500479,33.320575
2009-07-04T17:19:59.622Z,4.2815983,-335.85817,-7.8802659,-19.415643,25.819831,9.8611417,34.422906
