UT__yyyy-mm-ddThh:mm:ss.sssZ,N_ION_MOM_ESA-B__cm^-3_(All_Qs),VX_ION_GSM_MOM_ESA-B_(@_1_)_km/s_(All_Qs),VY_ION_GSM_MOM_ESA-B_(@_2_)_km/s_(All_Qs),VZ_ION_GSM_MOM_ESA-B_(@_3_)_km/s_(All_Qs),TX_ION_FA_MOM_ESA-B_(@_1_)_eV_(All_Qs),TY_ION_FA_MOM_ESA-B_(@_2_)_eV_(All_Qs),TZ_ION_FA_MOM_ESA-B_(@_3_)_eV_(All_Qs)
2009-07-04T20:17:55.063Z,24.545057,-135.25224,108.72735,-3.5006799,112.49762,111.93337,90.646533
2009-07-04T20:17:58.031Z,24.186240,-152.25190,98.560309,3.3060400,116.61864,118.28596,94.210147
2009-07-04T20:18:00.999Z,24.468284,-136.23337,110.91577,7.4333181,115.84369,111.97538,92.284457
2009-07-04T20:18:03.967Z,23.750578,-140.45071,101.08434,-8.7398828,114.76125,113.81633,95.088892
2009-07-04T20:18:06.935Z,24.083893,-149.83411,106.07370,14.256611,117.96164,117.23075,93.042276
2009-07-04T20:18:09.903Z,23.955784,-140.96861,111.33719,-2.2195185,119.45029,121.73791,102.21923
2009-07-04T20:18:12.871Z,24.929974,-152.59275,104.05665,3.1280814,122.60524,121.63505,95.065511
2009-07-04T20:18:15.839Z,23.340672,-136.36740,106.87062,-2.9984299,117.36583,116.32120,98.288377
2009-07-04T20:18:18.806Z,22.802397,-147.53420,101.23021,-1.5931139,129.80752,129.82616,103.54244
2009-07-04T20:18:21.774Z,24.391838,-135.57202,116.27564,4.9599972,124.98347,122.25154,97.777294
2009-07-04T20:18:24.742Z,24.673889,-149.27834,105.34100,-10.563989,125.94734,121.74814,101.43274
2009-07-04T20:18:27.710Z,24.597050,-146.02601,112.92367,14.883333,127.60439,122.87455,98.145953
2009-07-04T20:18:30.678Z,22.751369,-135.56742,100.18018,-15.492687,120.74542,121.35079,103.56500
2009-07-04T20:18:33.646Z,24.776626,-157.41497,101.77841,7.2851603,126.24501,124.00626,96.745754
2009-07-04T20:18:36.614Z,23.956359,-132.80175,106.18207,-6.3749129,117.96751,119.61415,95.844376
2009-07-04T20:18:39.582Z,22.751550,-146.36204,99.070503,-0.75763724,120.57882,121.27391,99.810203
2009-07-04T20:18:42.549Z,24.751191,-141.11129,108.08693,10.096419,116.70053,114.21943,92.624721
2009-07-04T20:18:45.517Z,24.443627,-137.89975,103.23136,-2.1155158,112.24031,114.39950,91.413733
2009-07-04T20:18:48.485Z,24.418058,-150.85472,105.11325,7.9774122,121.53131,118.16416,94.509716
2009-07-04T20:18:51.453Z,23.187603,-134.72734,102.04400,-2.8013196,118.06326,115.13500,96.234989
2009-07-04T20:18:54.421Z,23.802927,-143.76828,110.90969,13.138876,118.97848,121.56144,96.172758
2009-07-04T20:18:57.389Z,23.572266,-138.73911,107.39401,-8.6447485,125.33301,122.99623,99.109105
2009-07-04T20:19:00.357Z,24.161959,-145.62867,108.87754,0.33869895,128.07869,128.23702,97.183347
2009-07-04T20:19:03.325Z,24.854197,-144.37763,114.30354,-17.929691,122.90623,119.62924,100.72773
2009-07-04T20:19:06.292Z,24.033907,-146.25409,110.33501,2.3782982,130.33378,127.59566,103.04284
2009-07-04T20:19:09.260Z,23.649426,-141.23555,102.59634,-17.441433,121.49100,118.94892,94.805008
2009-07-04T20:19:12.228Z,25.033976,-146.33544,105.21278,5.9355797,115.98766,116.14566,91.365989
2009-07-04T20:19:15.196Z,22.829419,-134.34164,109.74610,-6.6457040,122.82886,119.40416,100.94380
2009-07-04T20:19:18.164Z,23.265421,-142.62292,109.23958,5.2350541,119.96562,120.35168,98.453261
2009-07-04T20:19:21.132Z,24.137260,-143.81223,98.491445,-15.487295,115.11774,117.95434,90.230674
2009-07-04T20:19:24.100Z,24.111809,-141.67393,120.13607,10.089785,128.14397,120.82201,100.40775
2009-07-04T20:19:27.068Z,23.778708,-145.66311,101.72916,-9.9359452,121.12698,120.26976,95.702505
2009-07-04T20:19:30.035Z,24.163456,-140.56783,108.15331,3.9666677,120.20246,113.78788,93.193343
2009-07-04T20:19:33.003Z,22.676649,-143.24869,97.218945,-8.7111900,118.64112,122.18028,99.035408
2009-07-04T20:19:35.971Z,23.522879,-144.62335,111.06109,3.1117361,130.93116,127.59714,104.73733
2009-07-04T20:19:38.939Z,24.189654,-145.31360,110.64849,0.62436220,121.71822,124.47687,95.679154
2009-07-04T20:19:41.907Z,24.318032,-142.90304,103.85176,-3.1852281,119.05658,120.86910,95.966448
2009-07-04T20:19:44.875Z,23.677255,-145.31538,113.84372,-1.5526876,133.11556,128.72323,104.21494
2009-07-04T20:19:47.843Z,26.061843,-144.63668,111.64803,-9.8915029,123.14306,121.17492,94.896555
2009-07-04T20:19:50.811Z,25.574903,-143.73263,108.87711,3.6496214,117.77283,117.17144,92.677471
2009-07-04T20:19:53.778Z,22.985542,-137.93617,102.32384,-5.9581269,114.18884,115.94216,93.279210
2009-07-04T20:19:56.746Z,23.036998,-149.92775,108.89527,10.342078,130.55404,123.99449,100.61014
2009-07-04T20:19:59.714Z,25.037064,-138.31892,112.74942,-9.6392607,123.24486,118.83823,95.270735
2009-07-04T20:20:02.682Z,22.909154,-148.36137,95.844084,-9.6060282,113.88902,115.54527,90.366841
2009-07-04T20:20:05.650Z,23.550331,-143.38883,116.27959,10.348529,126.06240,119.45386,98.418737
2009-07-04T20:20:08.618Z,24.447919,-144.41492,116.56739,-13.118358,123.63736,121.44254,100.41405
2009-07-04T20:20:11.586Z,24.448108,-150.27705,107.24390,2.1218932,123.45589,120.79455,92.989000
2009-07-04T20:20:14.554Z,22.268847,-134.86631,104.32034,-7.2129782,117.54144,119.53083,97.594711
2009-07-04T20:20:17.521Z,25.243349,-152.95038,112.24157,-1.4016346,122.76259,122.71827,96.941202
2009-07-04T20:20:20.489Z,24.346110,-134.23937,110.30307,-0.78314218,121.17968,119.11040,94.855460
2009-07-04T20:20:23.457Z,25.346303,-152.15358,108.25026,-7.1179752,125.62941,121.42007,100.14783
2009-07-04T20:20:26.425Z,22.731079,-139.10551,108.06501,-1.0380803,125.86786,120.87304,98.566383
2009-07-04T20:20:29.393Z,23.782559,-147.36967,112.46272,-4.4256521,129.58896,127.80793,102.14917
2009-07-04T20:20:32.361Z,24.013518,-144.04467,110.71516,-9.8471466,132.27175,124.20911,97.044470
2009-07-04T20:20:35.329Z,22.859815,-152.11929,103.33918,-0.15595139,121.74435,118.07806,96.260839
2009-07-04T20:20:38.296Z,23.398477,-145.94653,110.88642,9.9720719,129.61951,121.91650,98.786656
2009-07-04T20:20:41.264Z,24.091001,-145.60849,110.92426,-5.8427944,130.54310,124.14025,103.19832
2009-07-04T20:20:44.232Z,25.065604,-155.38150,113.55119,1.0605187,128.99404,121.98729,99.439567
2009-07-04T20:20:47.200Z,25.270940,-143.88489,111.72126,-2.0568663,126.80138,116.64564,95.119627
2009-07-04T20:20:50.168Z,23.758200,-146.55699,112.97182,1.7265768,122.48819,120.77748,98.354060
2009-07-04T20:20:53.136Z,25.373902,-152.91637,116.87680,2.1884446,125.12867,117.83297,93.551111
2009-07-04T20:20:56.104Z,23.758567,-139.78231,108.60147,-8.6765923,116.06247,113.75160,92.856433
2009-07-04T20:20:59.072Z,25.964095,-153.62850,113.49229,2.5351011,125.89227,120.78659,98.969805
2009-07-04T20:21:02.039Z,23.630714,-144.76079,110.24761,-8.8221413,123.81773,123.04931,97.363636
2009-07-04T20:21:05.007Z,24.041197,-143.46711,108.24965,3.7705843,116.87174,116.15986,92.926806
2009-07-04T20:21:07.975Z,25.990337,-147.00164,119.02893,9.6403074,124.18353,117.41642,94.612072
2009-07-04T20:21:10.943Z,23.938991,-144.96596,109.27654,-4.1507625,126.30801,121.92548,99.002444
2009-07-04T20:21:13.911Z,26.683141,-152.29358,115.58840,-2.0340454,122.61900,118.61693,96.120650
2009-07-04T20:21:16.879Z,23.452110,-146.05975,111.84933,-0.35238518,123.31835,118.40862,101.97714
2009-07-04T20:21:19.847Z,26.734842,-155.39108,119.48490,10.373637,125.86605,119.34162,98.428781
2009-07-04T20:21:22.815Z,26.299081,-142.28707,117.99224,-7.4362975,120.46060,116.27827,96.878946
2009-07-04T20:21:25.782Z,25.504279,-150.88601,110.62707,-1.0885586,118.44876,115.76094,98.827116
2009-07-04T20:21:28.750Z,24.196554,-142.54924,117.37048,4.8409458,116.58538,114.87445,96.234972
2009-07-04T20:21:31.718Z,25.145632,-145.79233,111.28005,4.6104149,121.09940,117.80678,92.866174
2009-07-04T20:21:34.686Z,23.299320,-143.26403,106.44171,-4.9179711,123.37231,122.47508,98.445227
2009-07-04T20:21:37.654Z,25.094728,-145.97848,112.50082,2.1995947,118.13534,117.73539,95.111161
2009-07-04T20:21:40.622Z,26.941456,-152.14346,119.00230,3.5253329,124.69365,119.23949,97.669628
2009-07-04T20:21:43.590Z,25.377227,-148.59328,108.15925,-6.0519342,126.05155,121.44407,97.227455
2009-07-04T20:21:46.558Z,25.095309,-147.10034,117.92028,4.4638968,121.39976,120.10091,99.701658
2009-07-04T20:21:49.525Z,25.198090,-152.06860,114.42217,-6.1284836,125.72318,118.88391,100.85095
2009-07-04T20:21:52.493Z,25.146990,-139.89727,117.30083,-3.6026575,117.31582,115.05978,95.729310
2009-07-04T20:21:55.461Z,24.993300,-148.44966,108.08254,0.65669705,116.07126,115.31227,95.209863
2009-07-04T20:21:58.429Z,25.609033,-145.52371,113.52380,-1.8017575,114.98007,111.59078,91.713299
2009-07-04T20:22:01.397Z,24.198607,-140.97145,112.25013,-7.7457839,116.46335,116.13545,97.283513
2009-07-04T20:22:04.365Z,25.712020,-156.50725,112.62072,-7.9424391,124.01641,121.04770,100.86174
2009-07-04T20:22:07.333Z,26.404717,-142.81273,121.70780,-0.42789796,124.78173,122.48913,99.290258
2009-07-04T20:22:10.301Z,25.738065,-154.71286,108.54435,-3.5934935,121.21465,120.91648,99.454010
2009-07-04T20:22:13.268Z,26.302530,-150.19662,115.63691,6.7775397,126.48056,113.75107,95.369751
2009-07-04T20:22:16.236Z,25.969300,-141.73294,112.95922,-11.954543,122.69203,117.07743,95.115245
2009-07-04T20:22:19.204Z,25.405221,-148.24576,113.96982,4.7271494,127.62741,120.25811,100.92913
2009-07-04T20:22:22.172Z,25.790154,-142.94262,117.59578,-0.31571492,121.36313,116.23039,94.899805
2009-07-04T20:22:25.140Z,24.277045,-144.41736,108.04101,-11.199890,123.51657,118.37444,97.573667
2009-07-04T20:22:28.108Z,25.405809,-146.70335,116.67735,0.58218958,124.29092,121.54124,97.267097
2009-07-04T20:22:31.076Z,24.995610,-147.43623,113.75719,-5.4924385,119.58987,119.86892,96.643935
2009-07-04T20:22:34.044Z,24.021108,-141.08687,111.10809,-11.170316,119.84629,115.08612,96.938364
2009-07-04T20:22:37.011Z,24.329094,-143.61331,114.10262,-1.6325155,125.81990,121.73192,98.824550
2009-07-04T20:22:39.979Z,24.637085,-138.62948,115.10909,-5.9679511,121.13026,119.73929,97.368628
2009-07-04T20:22:42.947Z,23.790809,-141.67997,111.57272,-6.0883183,122.76032,118.93955,101.92481
2009-07-04T20:22:45.915Z,26.279108,-142.77202,117.44507,-4.6217577,118.13449,114.04140,93.898863
2009-07-04T20:22:48.883Z,24.406797,-140.37660,113.43043,-6.1414455,116.72958,114.59769,95.189162
2009-07-04T20:22:51.851Z,24.996960,-144.60874,113.88218,-4.5356533,121.83280,117.51470,99.724741
2009-07-04T20:22:54.819Z,25.510178,-142.87418,116.27555,-2.4664013,125.07866,119.11094,96.068991
2009-07-04T20:22:57.787Z,25.176906,-143.62129,115.47667,-13.283741,120.63675,119.34804,101.09060
2009-07-04T20:23:00.754Z,25.613178,-142.40378,115.54725,-6.2560260,124.48863,119.04996,98.003576
2009-07-04T20:23:03.722Z,24.433390,-144.58369,116.71687,-9.6869156,124.94655,121.42266,103.26673
2009-07-04T20:23:06.690Z,25.767485,-147.89362,114.89787,-7.7068048,125.52229,121.40535,99.050119
2009-07-04T20:23:09.658Z,25.126378,-145.05427,114.44453,-11.292348,126.59242,122.82491,102.51454
2009-07-04T20:23:12.626Z,25.331791,-141.56430,117.58719,-9.1209782,126.75197,123.89524,103.79860
2009-07-04T20:23:15.594Z,25.947650,-151.58967,115.41251,-7.7413656,130.79767,122.45900,102.21802
2009-07-04T20:23:18.562Z,24.921736,-140.15380,116.95445,-15.686949,120.17795,118.09221,101.58865
2009-07-04T20:23:21.530Z,25.024541,-150.58284,111.68450,-12.116389,123.58775,116.86204,98.462996
2009-07-04T20:23:24.497Z,24.460362,-137.45664,119.39327,-13.132172,121.55339,119.45385,99.484154
2009-07-04T20:23:27.465Z,24.588818,-148.21529,115.03296,-12.169837,122.39852,118.41671,100.33209
2009-07-04T20:23:30.433Z,25.794729,-146.60092,115.55902,-3.5554842,125.66426,121.40959,99.175596
2009-07-04T20:23:33.401Z,25.076620,-142.10268,116.57731,-16.749414,127.82178,119.95812,102.90148
2009-07-04T20:23:36.369Z,25.897739,-149.44817,117.36985,-1.1162614,123.57379,115.76092,99.757737
2009-07-04T20:23:39.337Z,25.077004,-141.32151,117.98243,-11.533603,121.78575,117.04472,100.14429
2009-07-04T20:23:42.305Z,25.949448,-144.42116,119.99496,-0.38519503,121.76981,114.86071,96.989154
2009-07-04T20:23:45.273Z,24.615608,-135.63048,116.57352,-8.5907965,115.64269,115.39752,93.542932
2009-07-04T20:23:48.240Z,24.410559,-142.26979,109.66910,-5.5009753,113.75989,110.21834,93.141994
2009-07-04T20:23:51.208Z,24.410747,-131.94968,117.15317,-2.4818293,114.02555,114.68923,93.893896
2009-07-04T20:23:54.176Z,23.692589,-138.44794,110.81892,-7.8017281,118.85852,117.16812,98.333791
2009-07-04T20:23:57.144Z,25.668239,-137.52268,118.40058,-5.3658318,120.41585,118.74624,98.215964
2009-07-04T20:24:00.112Z,25.155324,-136.16676,118.49298,-11.826459,121.62021,118.90299,101.70929
2009-07-04T20:24:03.080Z,26.874457,-142.26268,118.19145,4.8974554,116.39318,109.35045,95.022261
2009-07-04T20:24:06.048Z,25.181368,-137.85717,115.08351,-12.253684,115.56937,110.55196,95.841811
2009-07-04T20:24:09.016Z,25.207219,-145.84095,114.55708,-0.28496991,117.85317,111.36611,97.624472
2009-07-04T20:24:11.983Z,25.515290,-138.35843,119.72235,0.18485872,117.47850,114.87924,96.908945
2009-07-04T20:24:14.951Z,25.361547,-147.10644,113.63910,-13.229633,126.51638,119.12566,102.23416
2009-07-04T20:24:17.919Z,25.259115,-139.08715,121.38595,2.9315902,122.61955,119.71764,103.49659
2009-07-04T20:24:20.887Z,25.079711,-145.25026,111.42400,-7.9868284,122.83987,119.90168,100.42073
2009-07-04T20:24:23.855Z,25.182533,-138.62841,114.68665,-7.8510197,120.40085,117.07781,100.76235
2009-07-04T20:24:26.823Z,25.285357,-140.54452,114.92053,7.6359906,122.05241,119.08238,93.628028
2009-07-04T20:24:29.791Z,24.438852,-137.28380,111.95433,-8.0543487,120.34069,119.82808,99.780240
2009-07-04T20:24:32.759Z,24.644302,-140.04669,111.80312,5.2962153,123.65690,118.43923,92.479269
2009-07-04T20:24:35.726Z,25.183310,-137.39583,113.23852,-4.7682205,122.57902,117.15991,94.305793
2009-07-04T20:24:38.694Z,23.951911,-141.18364,111.06802,6.0956700,121.76969,116.06084,91.212145
2009-07-04T20:24:41.662Z,25.081065,-143.19853,114.47363,-1.6106721,125.90659,119.67665,94.114154
2009-07-04T20:24:44.630Z,23.439109,-140.95310,111.98226,-6.9794457,129.83748,119.75523,96.840500
2009-07-04T20:24:47.598Z,24.722229,-144.62836,116.24200,5.2901950,130.32080,124.30919,98.082426
2009-07-04T20:24:50.566Z,24.337535,-142.73185,112.42809,-14.663448,129.50116,121.87841,99.519415
2009-07-04T20:24:53.534Z,24.260742,-140.10294,114.32471,4.6702545,124.55736,120.63169,94.988473
2009-07-04T20:24:56.502Z,25.261644,-142.31562,115.46464,-3.7218137,125.35308,121.35168,95.871296
2009-07-04T20:24:59.469Z,23.645286,-138.54595,112.28769,2.2991641,129.91646,128.32527,99.572655
2009-07-04T20:25:02.437Z,24.440921,-144.74285,113.44098,-2.6701056,131.44365,129.54522,100.84060
2009-07-04T20:25:05.405Z,23.260752,-137.59808,109.86979,-1.9530261,124.37061,119.96637,96.336520
2009-07-04T20:25:08.373Z,24.082056,-140.93410,111.73824,-6.7275454,128.27043,128.70330,101.65578
2009-07-04T20:25:11.341Z,24.107902,-137.88500,114.07136,3.0860840,125.44494,124.33177,98.821565
2009-07-04T20:25:14.309Z,25.750363,-147.96703,102.18433,-9.4949253,126.25045,127.15807,95.920658
2009-07-04T20:25:17.277Z,24.647149,-139.51832,109.58275,3.5863761,130.35928,127.44451,97.232089
2009-07-04T20:25:20.245Z,26.725876,-147.18839,100.31516,-4.0806874,124.09722,123.23925,93.970379
2009-07-04T20:25:23.212Z,25.545670,-145.58514,106.94473,-3.3119649,126.58737,126.22657,100.33758
2009-07-04T20:25:26.180Z,24.391106,-148.31870,99.607486,-2.7716832,127.37602,127.28199,101.88441
2009-07-04T20:25:29.148Z,26.521202,-145.82809,103.70431,-7.0771280,120.60382,120.77435,96.156796
2009-07-04T20:25:32.116Z,25.495215,-145.17484,103.72785,-7.6498286,119.66552,117.29803,97.027684
2009-07-04T20:25:35.084Z,26.496527,-154.67921,102.93658,-3.6164750,122.94851,129.65107,102.36793
2009-07-04T20:25:38.052Z,25.367853,-144.81849,107.40758,-14.171535,122.49506,126.62260,102.57437
2009-07-04T20:25:41.020Z,28.447939,-159.53865,102.49699,-0.56274324,126.09694,125.04754,100.68807
2009-07-04T20:25:43.988Z,27.036953,-145.26840,113.22535,-7.5411954,128.02236,127.97131,104.84217
2009-07-04T20:25:46.955Z,26.780812,-157.80195,102.56649,-8.4138587,130.90534,128.44485,106.38653
2009-07-04T20:25:49.923Z,26.370676,-145.35317,109.24172,-3.0302248,131.46029,128.46229,103.45714
2009-07-04T20:25:52.891Z,26.653486,-153.81305,103.11816,-13.225778,133.71275,134.37818,104.14357
2009-07-04T20:25:55.859Z,25.422021,-149.71158,107.61127,-6.6767091,137.65793,134.60824,112.94864
2009-07-04T20:25:58.827Z,25.910155,-152.60785,110.22239,-15.240852,138.35121,137.71286,108.13588
2009-07-04T20:26:01.795Z,25.782306,-157.53038,103.18148,5.3677401,145.81560,141.00470,109.21346
2009-07-04T20:26:04.763Z,24.756095,-147.72128,106.57355,-21.779436,132.04326,135.86448,109.57736
2009-07-04T20:26:07.731Z,25.885937,-151.45924,103.64360,0.56681307,131.58945,127.94468,101.53932
2009-07-04T20:26:10.698Z,25.373054,-148.44101,105.16343,-9.4574930,127.16273,127.87553,99.296907
2009-07-04T20:26:13.666Z,25.039836,-151.88002,101.83808,-3.2325498,128.88298,129.89578,103.24079
2009-07-04T20:26:16.634Z,23.628496,-144.19252,104.65305,-17.338579,127.23136,130.26448,101.38839
2009-07-04T20:26:19.602Z,26.247243,-158.51022,99.520495,-4.1233625,136.76025,130.63077,101.23603
2009-07-04T20:26:22.570Z,24.219789,-148.28743,102.81415,-18.100535,129.74490,131.44755,107.73494
2009-07-04T20:26:25.538Z,25.272739,-154.32139,102.15670,-1.1856208,137.03301,133.17121,106.82183
2009-07-04T20:26:28.506Z,24.528747,-150.11757,104.19115,-16.091006,137.08031,136.73559,105.75792
2009-07-04T20:26:31.474Z,26.274872,-153.73350,104.65826,-3.1309294,135.28076,131.49276,104.25396
2009-07-04T20:26:34.441Z,25.761920,-148.76499,106.11935,-21.333561,131.09580,130.26490,101.62736
2009-07-04T20:26:37.409Z,25.942110,-154.18405,105.02660,-10.438931,131.27582,122.90360,96.902828
2009-07-04T20:26:40.377Z,25.121056,-148.01918,106.05496,-16.357961,129.09038,123.94387,98.403381
2009-07-04T20:26:43.345Z,25.686341,-155.95308,103.17749,-11.930801,136.39045,136.66586,105.47780
2009-07-04T20:26:46.313Z,25.635471,-146.25713,109.80489,-16.435334,142.82232,141.97563,106.01644
2009-07-04T20:26:49.281Z,26.637255,-158.69364,102.27005,-9.5859142,142.24166,129.09831,101.92085
2009-07-04T20:26:52.249Z,23.762157,-149.05311,100.38023,-22.478828,127.16536,125.93149,100.13925
2009-07-04T20:26:55.217Z,24.122055,-152.90731,100.79784,0.86148380,132.41940,131.97973,105.31905
2009-07-04T20:26:58.184Z,25.329271,-154.22452,103.09385,-23.956883,133.34296,133.62194,103.26957
2009-07-04T20:27:01.152Z,25.252717,-151.27203,103.01496,-9.1392241,135.04545,129.92621,104.86626
2009-07-04T20:27:04.120Z,23.276069,-149.30359,94.085000,-25.171587,126.57978,125.64247,100.68789
2009-07-04T20:27:07.088Z,24.637400,-151.69927,101.41039,1.9426340,125.64386,121.32442,95.925391
2009-07-04T20:27:10.056Z,23.199902,-148.93232,101.81164,-7.1497139,129.69443,133.17640,102.40359
2009-07-04T20:27:13.024Z,24.124752,-152.51051,101.20159,-3.3095440,131.68496,129.90417,97.328083
2009-07-04T20:27:15.992Z,22.353368,-150.68837,97.448593,-3.7709941,131.24079,129.42961,98.042419
2009-07-04T20:27:18.960Z,24.716275,-158.74172,100.99368,-1.1081118,134.47062,127.31618,102.88411
2009-07-04T20:27:21.927Z,23.766585,-153.96332,97.899853,-9.9244029,133.59285,131.07295,102.75807
2009-07-04T20:27:24.895Z,25.256479,-154.21600,101.52046,-3.0565626,135.53625,128.17299,99.243170
2009-07-04T20:27:27.863Z,25.462397,-153.73437,99.535940,-13.977937,138.53733,125.56601,97.358596
2009-07-04T20:27:30.831Z,25.899451,-156.79732,100.62937,-11.135359,136.79742,126.42162,100.00904
2009-07-04T20:27:33.799Z,24.924031,-154.23958,101.75050,-19.911306,137.57941,129.71030,102.35689
2009-07-04T20:27:36.767Z,25.438137,-157.12548,103.46489,-11.123763,141.45602,134.61582,104.81677
2009-07-04T20:27:39.735Z,24.026070,-154.96617,97.355580,-21.982061,133.56748,131.93485,106.20924
2009-07-04T20:27:42.703Z,25.053840,-152.20589,98.348871,-4.6063226,132.65430,128.03184,101.79250
2009-07-04T20:27:45.670Z,22.973938,-160.97574,89.816659,-13.453166,133.75913,129.07093,106.82902
2009-07-04T20:27:48.638Z,23.025734,-150.64902,98.001076,-13.218573,132.11274,130.19536,105.44796
2009-07-04T20:27:51.606Z,24.207652,-158.62338,93.519849,-6.9298877,134.38866,129.53583,102.58416
2009-07-04T20:27:54.574Z,23.822828,-154.53633,97.318868,-14.578265,132.90436,129.92418,103.95458
2009-07-04T20:27:57.542Z,24.336980,-153.12755,99.450034,-6.7296942,132.66913,130.03164,102.30969
2009-07-04T20:28:00.510Z,24.517235,-154.10095,96.802537,-3.5421462,129.67412,126.42155,98.604100
2009-07-04T20:28:03.478Z,23.670042,-158.70164,91.642978,-8.5583614,127.42999,127.46381,100.34330
2009-07-04T20:28:06.446Z,24.107159,-149.92348,96.342131,-8.8315978,122.76756,122.45742,96.764888
2009-07-04T20:28:09.413Z,23.773672,-159.00418,96.260881,-7.1183158,122.96620,123.87163,99.788534
2009-07-04T20:28:12.381Z,25.854831,-153.94048,95.454907,2.9070110,119.94114,119.86215,97.910284
2009-07-04T20:28:15.349Z,26.369081,-151.72106,89.776912,4.9878215,125.63561,126.70768,105.05119
2009-07-04T20:28:18.317Z,32.252311,-158.12622,89.972513,-1.9468383,121.60141,116.95908,99.235224
2009-07-04T20:28:21.285Z,32.715318,-156.67473,86.350621,0.066142841,110.20187,108.77801,94.328776
2009-07-04T20:28:24.253Z,31.431438,-162.84597,97.916269,-15.296087,112.12125,106.58970,96.412950
2009-07-04T20:28:27.221Z,33.590008,-163.49271,87.548541,-5.2436628,110.74580,103.14528,95.105743
2009-07-04T20:28:30.189Z,33.873231,-154.48197,99.955629,-9.1765638,108.91215,104.67322,91.017846
2009-07-04T20:28:33.156Z,30.688151,-160.54585,97.859993,-18.410285,114.02216,108.27807,93.623344
2009-07-04T20:28:36.124Z,30.971330,-160.65417,89.943090,-11.000020,114.31819,107.14085,93.490913
2009-07-04T20:28:39.092Z,32.462052,-161.77805,95.537473,-8.7930396,114.83470,108.08573,95.109455
2009-07-04T20:28:42.060Z,31.486339,-163.24301,97.006904,-11.587105,118.61522,109.55151,95.507415
2009-07-04T20:28:45.028Z,32.411877,-158.79646,94.293993,-9.6345767,108.77291,104.99367,94.308214
2009-07-04T20:28:47.996Z,32.027075,-162.21163,95.263169,-10.285669,116.47567,112.33975,95.790249
2009-07-04T20:28:50.964Z,34.083197,-160.77581,92.581369,-4.5360362,115.72823,109.28088,94.132627
2009-07-04T20:28:53.932Z,33.184526,-160.38737,94.792495,-8.1974599,118.01732,113.00711,95.509664
2009-07-04T20:28:56.899Z,34.264334,-160.43693,96.969564,-4.2457479,114.79067,109.07491,94.498062
2009-07-04T20:28:59.867Z,33.108673,-163.92041,95.571030,-2.6326137,119.07218,112.31743,97.804571
2009-07-04T20:29:02.835Z,34.753833,-159.08916,95.512711,1.4651535,118.04031,112.01736,95.741985
2009-07-04T20:29:05.803Z,33.007123,-164.37890,94.280968,-5.1805668,121.43439,115.79317,97.513004
2009-07-04T20:29:08.771Z,32.982039,-165.67855,95.806664,-2.0834180,118.50531,110.28332,97.927322
2009-07-04T20:29:11.739Z,35.038447,-157.58031,98.621899,-3.0698371,114.95246,108.93233,94.211888
2009-07-04T20:29:14.707Z,33.034662,-164.86310,94.762987,-7.8344038,116.79019,109.96028,95.040388
2009-07-04T20:29:17.675Z,33.343661,-160.14392,96.154524,-2.7209386,113.11841,106.65739,95.799238
2009-07-04T20:29:20.642Z,33.010195,-158.21992,98.595127,-2.7486994,116.44122,111.10421,97.018097
2009-07-04T20:29:23.610Z,32.008535,-165.37967,98.867490,-8.6679540,118.74454,112.07383,95.936399
2009-07-04T20:29:26.578Z,31.675032,-163.47841,101.01772,-7.4177523,115.74683,109.49624,100.64331
2009-07-04T20:29:29.546Z,35.967575,-162.04653,95.555821,-5.1921919,111.68517,103.89058,96.199648
2009-07-04T20:29:32.514Z,36.610764,-155.53425,95.730053,-3.9139664,110.18571,103.87470,95.928547
2009-07-04T20:29:35.482Z,33.835708,-154.58054,98.575479,-17.038363,108.58107,109.69361,100.53188
2009-07-04T20:29:38.450Z,33.862039,-165.11312,87.112259,-7.8251861,117.68786,111.60990,101.23672
2009-07-04T20:29:41.418Z,34.762250,-153.02171,95.648734,-3.0132284,114.26050,111.94591,98.437851
2009-07-04T20:29:44.385Z,33.297843,-158.65514,93.259195,-8.6982533,114.50224,112.56620,102.45348
2009-07-04T20:29:47.353Z,36.485655,-160.85709,93.669911,-6.3846574,111.09701,106.32744,98.457639
2009-07-04T20:29:50.321Z,36.100779,-158.48671,97.136656,-6.0519979,109.52850,106.64717,97.427071
2009-07-04T20:29:53.289Z,35.535963,-160.35722,98.905738,-10.284541,113.74969,109.37353,99.647152
2009-07-04T20:29:56.257Z,35.690851,-162.41212,97.114653,-7.1589513,117.39906,109.33319,100.61493
2009-07-04T20:29:59.225Z,36.976769,-160.00591,102.14432,-5.3691603,115.51400,111.00099,97.651034
2009-07-04T20:30:02.193Z,36.411934,-162.10519,99.087552,-8.8979835,118.13382,111.73171,96.699425
2009-07-04T20:30:05.161Z,37.132385,-162.67259,101.89283,-4.7097947,112.87196,107.64235,95.816611
2009-07-04T20:30:08.128Z,36.233346,-161.66970,101.02883,-8.7104518,115.91829,110.28779,96.620845
2009-07-04T20:30:11.096Z,36.722453,-161.88362,98.616005,-5.8011894,115.88742,108.78336,96.570508
2009-07-04T20:30:14.064Z,36.183278,-159.34919,100.15136,-6.1041125,111.84117,107.66116,94.722216
2009-07-04T20:30:17.032Z,35.721208,-160.78368,100.32787,-11.872649,113.07331,107.64569,94.985368
